"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PcyM_0917100","PcyM_0917100-t36_1","P. cynomolgi strain M","PcyM_09:761,447..764,209(-)","glycerol-3-phosphate dehydrogenase, putative","1185"
"PcyM_0917200","PcyM_0917200-t36_1","P. cynomolgi strain M","PcyM_09:765,617..773,569(+)","conserved Plasmodium protein, unknown function","7953"
"PcyM_0917300","PcyM_0917300-t36_1","P. cynomolgi strain M","PcyM_09:774,025..774,778(+)","conserved Plasmodium protein, unknown function","453"
"PcyM_0917400","PcyM_0917400-t36_1","P. cynomolgi strain M","PcyM_09:775,126..777,616(-)","conserved Plasmodium protein, unknown function","921"
"PcyM_0917500","PcyM_0917500-t36_1","P. cynomolgi strain M","PcyM_09:780,995..784,858(+)","SET domain protein, putative","2343"
"PcyM_0917600","PcyM_0917600-t36_1","P. cynomolgi strain M","PcyM_09:785,967..787,439(-)","cysteine proteinase, putative","1473"
"PcyM_0917700","PcyM_0917700-t36_1","P. cynomolgi strain M","PcyM_09:790,432..791,919(-)","cysteine proteinase, putative","1488"
"PcyM_0917900","PcyM_0917900-t36_1","P. cynomolgi strain M","PcyM_09:794,202..795,665(-)","cysteine proteinase, putative","1464"
"PcyM_0918000","PcyM_0918000-t36_1","P. cynomolgi strain M","PcyM_09:797,562..798,772(+)","transcription factor with AP2 domain(s), putative","723"
"PcyM_0918100","PcyM_0918100-t36_1","P. cynomolgi strain M","PcyM_09:799,339..800,381(-)","peptidyl-prolyl cis-trans isomerase 11, putative","582"
"PcyM_0918200","PcyM_0918200-t36_1","P. cynomolgi strain M","PcyM_09:801,511..802,254(-)","conserved Plasmodium protein, unknown function","744"
"PcyM_0918300","PcyM_0918300-t36_1","P. cynomolgi strain M","PcyM_09:804,055..806,544(+)","palmitoyltransferase DHHC9, putative","876"
"PcyM_0918500","PcyM_0918500-t36_1","P. cynomolgi strain M","PcyM_09:807,985..810,769(-)","rhoptry neck protein 4, putative","2280"
"PcyM_0918600","PcyM_0918600-t36_1","P. cynomolgi strain M","PcyM_09:812,503..817,503(-)","serine esterase, putative","5001"
"PcyM_0918700","PcyM_0918700-t36_1","P. cynomolgi strain M","PcyM_09:820,334..822,090(-)","pyridoxine biosynthesis protein PDX2, putative","660"
"PcyM_0918800","PcyM_0918800-t36_1","P. cynomolgi strain M","PcyM_09:823,286..825,158(+)","peptidyl-prolyl cis-trans isomerase, putative","504"
"PcyM_0918900","PcyM_0918900-t36_1","P. cynomolgi strain M","PcyM_09:825,226..826,626(-)","guanine nucleotide-exchange factor SEC12, putative","1401"
"PcyM_0919000","PcyM_0919000-t36_1","P. cynomolgi strain M","PcyM_09:829,878..831,251(+)","folate transporter 2, putative","1374"
"PcyM_0919100","PcyM_0919100-t36_1","P. cynomolgi strain M","PcyM_09:832,348..835,024(-)","oligosaccharyl transferase STT3 subunit, putative","2490"
"PcyM_0919200","PcyM_0919200-t36_1","P. cynomolgi strain M","PcyM_09:836,464..838,506(-)","dipeptidyl aminopeptidase 1, putative","2043"
"PcyM_0919300","PcyM_0919300-t36_1","P. cynomolgi strain M","PcyM_09:842,167..845,500(-)","heat shock protein 101, putative","2724"
"PcyM_0919500","PcyM_0919500-t36_1","P. cynomolgi strain M","PcyM_09:850,236..852,232(-)","conserved Plasmodium protein, unknown function","633"
"PcyM_0919600","PcyM_0919600-t36_1","P. cynomolgi strain M","PcyM_09:853,745..857,701(-)","conserved Plasmodium protein, unknown function","3231"
"PcyM_0919700","PcyM_0919700-t36_1","P. cynomolgi strain M","PcyM_09:859,370..861,310(+)","ubiquitin C-terminal hydrolase, family 1, putative","1941"
"PcyM_0919800","PcyM_0919800-t36_1","P. cynomolgi strain M","PcyM_09:862,397..867,395(+)","conserved Plasmodium protein, unknown function","4998"
"PcyM_0919900","PcyM_0919900-t36_1","P. cynomolgi strain M","PcyM_09:869,292..869,678(+)","conserved Plasmodium protein, unknown function","387"
"PcyM_0920000","PcyM_0920000-t36_1","P. cynomolgi strain M","PcyM_09:872,053..873,195(+)","conserved Plasmodium protein, unknown function","1143"
"PcyM_0920100","PcyM_0920100-t36_1","P. cynomolgi strain M","PcyM_09:873,476..875,032(-)","tyrosine--tRNA ligase, putative","1557"
"PcyM_0920150","PcyM_0920150-t36_1","P. cynomolgi strain M","PcyM_09:875,682..877,022(+)","peptidyl-tRNA hydrolase ICT1, putative","462"
"PcyM_0920200","PcyM_0920200-t36_1","P. cynomolgi strain M","PcyM_09:878,392..879,290(-)","GTP-binding nuclear protein RAN/TC4, putative","645"
"PcyM_0920300","PcyM_0920300-t36_1","P. cynomolgi strain M","PcyM_09:882,707..885,367(-)","DNA mismatch repair protein MLH, putative","2661"
"PcyM_0920400","PcyM_0920400-t36_1","P. cynomolgi strain M","PcyM_09:886,355..890,785(+)","conserved Plasmodium protein, unknown function","4266"
"PcyM_0920500","PcyM_0920500-t36_1","P. cynomolgi strain M","PcyM_09:892,011..892,936(-)","conserved Plasmodium protein, unknown function","600"
"PcyM_0920600","PcyM_0920600-t36_1","P. cynomolgi strain M","PcyM_09:895,631..896,223(+)","AP-1 complex subunit sigma, putative","468"
"PcyM_0920700","PcyM_0920700-t36_1","P. cynomolgi strain M","PcyM_09:896,894..899,494(-)","heat shock protein 90, putative","2601"
"PcyM_0920800","PcyM_0920800-t36_1","P. cynomolgi strain M","PcyM_09:902,755..907,155(+)","insulinase, putative","4401"
"PcyM_0920900","PcyM_0920900-t36_1","P. cynomolgi strain M","PcyM_09:907,935..908,846(-)","haloacid dehalogenase-like hydrolase, putative","912"
"PcyM_0921100","PcyM_0921100-t36_1","P. cynomolgi strain M","PcyM_09:911,680..913,431(+)","box C/D snoRNP rRNA 2'-O-methylation factor, putative","1752"
"PcyM_0921200","PcyM_0921200-t36_1","P. cynomolgi strain M","PcyM_09:914,309..916,411(-)","histone acetyltransferase, putative","2103"
"PcyM_0921300","PcyM_0921300-t36_1","P. cynomolgi strain M","PcyM_09:917,802..923,043(-)","myosin light chain B, putative","1980"
"PcyM_0921400","PcyM_0921400-t36_1","P. cynomolgi strain M","PcyM_09:924,367..926,419(-)","actin-related protein 2/3 complex subunit 1, putative","1197"
"PcyM_0921500","PcyM_0921500-t36_1","P. cynomolgi strain M","PcyM_09:927,172..928,900(+)","conserved Plasmodium protein, unknown function","750"
"PcyM_0921600","PcyM_0921600-t36_1","P. cynomolgi strain M","PcyM_09:929,112..930,167(-)","acyl-CoA-binding protein, putative","1056"
"PcyM_0921800","PcyM_0921800-t36_1","P. cynomolgi strain M","PcyM_09:931,788..933,657(+)","tRNA m(1)G methyltransferase, putative","1083"
"PcyM_0921900","PcyM_0921900-t36_1","P. cynomolgi strain M","PcyM_09:934,155..934,816(-)","conserved Plasmodium protein, unknown function","501"
"PcyM_0922000","PcyM_0922000-t36_1","P. cynomolgi strain M","PcyM_09:935,853..936,824(-)","splicing factor U2AF small subunit, putative","972"
"PcyM_0922100","PcyM_0922100-t36_1","P. cynomolgi strain M","PcyM_09:939,285..945,212(+)","ubiquitin-protein ligase, putative","5928"
"PcyM_0922200","PcyM_0922200-t36_1","P. cynomolgi strain M","PcyM_09:946,589..948,505(+)","AP-4 complex subunit mu, putative","1437"
"PcyM_0922300","PcyM_0922300-t36_1","P. cynomolgi strain M","PcyM_09:949,574..952,558(-)","ATP-dependent zinc metalloprotease FTSH, putative","2985"
"PcyM_0922500","PcyM_0922500-t36_1","P. cynomolgi strain M","PcyM_09:957,248..959,461(+)","conserved Plasmodium protein, unknown function","2214"
"PcyM_0922600","PcyM_0922600-t36_1","P. cynomolgi strain M","PcyM_09:961,029..961,643(-)","alternative splicing factor ASF-1, putative","615"
"PcyM_0922700","PcyM_0922700-t36_1","P. cynomolgi strain M","PcyM_09:963,833..968,746(+)","conserved Plasmodium protein, unknown function","4914"
"PcyM_0922900","PcyM_0922900-t36_1","P. cynomolgi strain M","PcyM_09:971,108..975,487(+)","conserved Plasmodium protein, unknown function","3066"
"PcyM_0923000","PcyM_0923000-t36_1","P. cynomolgi strain M","PcyM_09:977,006..978,248(+)","phosphoglycerate mutase, putative","753"
"PcyM_0923200","PcyM_0923200-t36_1","P. cynomolgi strain M","PcyM_09:980,515..981,026(+)","conserved Plasmodium protein, unknown function","252"
"PcyM_0923300","PcyM_0923300-t36_1","P. cynomolgi strain M","PcyM_09:982,165..983,717(+)","CorA-like Mg2+ transporter protein, putative","1413"
"PcyM_0923400","PcyM_0923400-t36_1","P. cynomolgi strain M","PcyM_09:984,909..986,199(-)","alpha/beta hydrolase fold domain containing protein, putative","1101"
"PcyM_0923500","PcyM_0923500-t36_1","P. cynomolgi strain M","PcyM_09:988,529..991,351(+)","tRNA nucleotidyltransferase, putative","2541"
"PcyM_0923600","PcyM_0923600-t36_1","P. cynomolgi strain M","PcyM_09:991,580..1,001,330(-)","conserved Plasmodium protein, unknown function","9123"
"PcyM_0923700","PcyM_0923700-t36_1","P. cynomolgi strain M","PcyM_09:1,003,143..1,006,967(-)","conserved Plasmodium protein, unknown function","3825"
"PcyM_0923800","PcyM_0923800-t36_1","P. cynomolgi strain M","PcyM_09:1,009,351..1,009,596(+)","conserved Plasmodium protein, unknown function","246"
"PcyM_0923900","PcyM_0923900-t36_1","P. cynomolgi strain M","PcyM_09:1,009,736..1,010,056(+)","heat shock factor-binding protein 1, putative","321"
"PcyM_0924000","PcyM_0924000-t36_1","P. cynomolgi strain M","PcyM_09:1,011,881..1,013,738(+)","palmitoyltransferase DHHC3, putative","870"
"PcyM_0924100","PcyM_0924100-t36_1","P. cynomolgi strain M","PcyM_09:1,013,964..1,019,057(-)","conserved Plasmodium protein, unknown function","4599"
"PcyM_0924200","PcyM_0924200-t36_1","P. cynomolgi strain M","PcyM_09:1,020,450..1,021,119(-)","conserved Plasmodium protein, unknown function","465"
"PcyM_0924300","PcyM_0924300-t36_1","P. cynomolgi strain M","PcyM_09:1,021,851..1,026,844(-)","tyrosine kinase-like protein, putative","4710"
"PcyM_0924500","PcyM_0924500-t36_1","P. cynomolgi strain M","PcyM_09:1,030,749..1,032,610(+)","WD repeat-containing protein, putative","1668"
"PcyM_0924600","PcyM_0924600-t36_1","P. cynomolgi strain M","PcyM_09:1,032,776..1,034,350(-)","conserved Plasmodium protein, unknown function","1575"
"PcyM_0924700","PcyM_0924700-t36_1","P. cynomolgi strain M","PcyM_09:1,035,801..1,036,855(-)","exported protein 1, putative","447"
"PcyM_0924800","PcyM_0924800-t36_1","P. cynomolgi strain M","PcyM_09:1,040,765..1,043,149(+)","ABC transporter F family member 2, putative","2385"
"PcyM_0924900","PcyM_0924900-t36_1","P. cynomolgi strain M","PcyM_09:1,043,907..1,048,940(-)","petidase, M16 family, putative","5034"
"PcyM_0925100","PcyM_0925100-t36_1","P. cynomolgi strain M","PcyM_09:1,057,772..1,059,445(-)","3-phosphoinositide dependent protein kinase-1, putative","1674"
"PcyM_0925200","PcyM_0925200-t36_1","P. cynomolgi strain M","PcyM_09:1,060,304..1,062,067(-)","conserved Plasmodium protein, unknown function","1455"
"PcyM_0925300","PcyM_0925300-t36_1","P. cynomolgi strain M","PcyM_09:1,062,655..1,064,690(-)","GPI transamidase component GPI16, putative","1542"
"PcyM_0925400","PcyM_0925400-t36_1","P. cynomolgi strain M","PcyM_09:1,065,195..1,068,128(-)","cupin-like protein, putative","1344"
"PcyM_0925500","PcyM_0925500-t36_1","P. cynomolgi strain M","PcyM_09:1,070,123..1,071,250(+)","conserved Plasmodium protein, unknown function","1128"
"PcyM_0925600","PcyM_0925600-t36_1","P. cynomolgi strain M","PcyM_09:1,072,742..1,076,479(+)","conserved Plasmodium protein, unknown function","2799"
"PcyM_0925700","PcyM_0925700-t36_1","P. cynomolgi strain M","PcyM_09:1,077,507..1,083,419(+)","conserved Plasmodium protein, unknown function","5913"
"PcyM_0926100","PcyM_0926100-t36_1","P. cynomolgi strain M","PcyM_09:1,084,415..1,093,006(+)","conserved Plasmodium protein, unknown function","5535"
"PcyM_0926400","PcyM_0926400-t36_1","P. cynomolgi strain M","PcyM_09:1,093,178..1,093,978(-)","conserved Plasmodium protein, unknown function","801"
"PcyM_0926600","PcyM_0926600-t36_1","P. cynomolgi strain M","PcyM_09:1,097,340..1,103,155(+)","calcium-dependent protein kinase 6, putative","4803"
"PcyM_0926700","PcyM_0926700-t36_1","P. cynomolgi strain M","PcyM_09:1,104,911..1,121,518(+)","dynein heavy chain, putative","16467"
"PcyM_0926800","PcyM_0926800-t36_1","P. cynomolgi strain M","PcyM_09:1,122,434..1,129,264(-)","conserved Plasmodium protein, unknown function","6831"
"PcyM_0926900","PcyM_0926900-t36_1","P. cynomolgi strain M","PcyM_09:1,136,126..1,142,257(+)","calcium-dependent protein kinase 7, putative","5934"
"PcyM_0927000","PcyM_0927000-t36_1","P. cynomolgi strain M","PcyM_09:1,144,159..1,147,088(+)","leucine-rich repeat protein","2280"
"PcyM_0927100","PcyM_0927100-t36_1","P. cynomolgi strain M","PcyM_09:1,148,514..1,150,586(+)","RING zinc finger protein, putative","2073"
"PcyM_0927200","PcyM_0927200-t36_1","P. cynomolgi strain M","PcyM_09:1,153,336..1,155,228(+)","translation elongation factor EF-1, subunit alpha, putative","1641"
"PcyM_0927300","PcyM_0927300-t36_1","P. cynomolgi strain M","PcyM_09:1,156,710..1,160,540(-)","conserved Plasmodium protein, unknown function","3831"
"PcyM_0927400","PcyM_0927400-t36_1","P. cynomolgi strain M","PcyM_09:1,163,002..1,165,248(+)","RAP protein, putative","2247"
"PcyM_0927500","PcyM_0927500-t36_1","P. cynomolgi strain M","PcyM_09:1,166,170..1,166,882(+)","mitochondrial ribosomal protein L37, putative","462"
"PcyM_0927600","PcyM_0927600-t36_1","P. cynomolgi strain M","PcyM_09:1,168,070..1,171,702(+)","structural maintenance of chromosomes protein 5, putative","3633"
"PcyM_0927700","PcyM_0927700-t36_1","P. cynomolgi strain M","PcyM_09:1,173,218..1,174,004(+)","splicing factor, putative","438"
"PcyM_0927800","PcyM_0927800-t36_1","P. cynomolgi strain M","PcyM_09:1,176,481..1,178,833(+)","endoplasmic reticulum oxidoreductin, putative","1401"
"PcyM_0927900","PcyM_0927900-t36_1","P. cynomolgi strain M","PcyM_09:1,179,791..1,184,431(-)","neutral-sphingomyelinase activation factor protein, putative","4641"
"PcyM_0928000","PcyM_0928000-t36_1","P. cynomolgi strain M","PcyM_09:1,185,584..1,187,393(-)","conserved Plasmodium protein, unknown function","1185"
"PcyM_0928100","PcyM_0928100-t36_1","P. cynomolgi strain M","PcyM_09:1,192,640..1,194,940(+)","conserved Plasmodium protein, unknown function","1884"
"PcyM_0928300","PcyM_0928300-t36_1","P. cynomolgi strain M","PcyM_09:1,197,386..1,198,195(-)","U6 snRNA-associated Sm-like protein LSm1, putative","450"
"PcyM_0928400","PcyM_0928400-t36_1","P. cynomolgi strain M","PcyM_09:1,199,789..1,201,507(+)","pyruvate dehydrogenase E1 component subunit alpha, putative","1719"
"PcyM_0928500","PcyM_0928500-t36_1","P. cynomolgi strain M","PcyM_09:1,203,698..1,205,095(-)","ethanolamine kinase, putative","1398"
"PcyM_0928600","PcyM_0928600-t36_1","P. cynomolgi strain M","PcyM_09:1,210,350..1,211,361(-)","GrpE protein homolog, mitochondrial, putative","876"
"PcyM_0928700","PcyM_0928700-t36_1","P. cynomolgi strain M","PcyM_09:1,212,950..1,214,167(-)","nuclear preribosomal assembly protein, putative","738"
"PcyM_0928800","PcyM_0928800-t36_1","P. cynomolgi strain M","PcyM_09:1,217,521..1,222,113(+)","conserved Plasmodium protein, unknown function","4593"
"PcyM_0928900","PcyM_0928900-t36_1","P. cynomolgi strain M","PcyM_09:1,224,415..1,225,487(+)","60S ribosomal protein L35, putative","375"
"PcyM_0929000","PcyM_0929000-t36_1","P. cynomolgi strain M","PcyM_09:1,226,129..1,228,038(-)","conserved Plasmodium protein, unknown function","903"
"PcyM_0929100","PcyM_0929100-t36_1","P. cynomolgi strain M","PcyM_09:1,229,049..1,230,530(+)","conserved Apicomplexan protein, unknown function","1482"
"PcyM_0929200","PcyM_0929200-t36_1","P. cynomolgi strain M","PcyM_09:1,231,583..1,233,116(-)","conserved Plasmodium protein, unknown function","741"
"PcyM_0929300","PcyM_0929300-t36_1","P. cynomolgi strain M","PcyM_09:1,235,501..1,239,994(+)","DNA-directed RNA polymerase, putative","4494"
"PcyM_0929500","PcyM_0929500-t36_1","P. cynomolgi strain M","PcyM_09:1,240,652..1,242,328(-)","mitochondrial import inner membrane translocase subunit TIM44, putative","1461"
"PcyM_0929600","PcyM_0929600-t36_1","P. cynomolgi strain M","PcyM_09:1,244,272..1,244,655(-)","small nuclear ribonucleoprotein Sm D1, putative","384"
"PcyM_0929700","PcyM_0929700-t36_1","P. cynomolgi strain M","PcyM_09:1,246,659..1,247,135(-)","conserved Plasmodium protein, unknown function","252"
"PcyM_0929900","PcyM_0929900-t36_1","P. cynomolgi strain M","PcyM_09:1,248,341..1,251,077(-)","kelch protein, putative","1635"
"PcyM_0930000","PcyM_0930000-t36_1","P. cynomolgi strain M","PcyM_09:1,252,427..1,254,945(-)","kelch domain-containing protein, putative","1854"
"PcyM_0930200","PcyM_0930200-t36_1","P. cynomolgi strain M","PcyM_09:1,257,587..1,257,871(+)","conserved Plasmodium protein, unknown function","285"
"PcyM_0930300","PcyM_0930300-t36_1","P. cynomolgi strain M","PcyM_09:1,258,702..1,261,386(-)","threonine--tRNA ligase, putative","2685"
"PcyM_0930400","PcyM_0930400-t36_1","P. cynomolgi strain M","PcyM_09:1,262,956..1,266,663(-)","autophagy-related protein 7, putative","3501"
"PcyM_0930500","PcyM_0930500-t36_1","P. cynomolgi strain M","PcyM_09:1,268,071..1,268,811(-)","40S ribosomal protein S18, putative","471"
"PcyM_0930600","PcyM_0930600-t36_1","P. cynomolgi strain M","PcyM_09:1,271,774..1,274,428(+)","DnaJ protein, putative","1929"
"PcyM_0930800","PcyM_0930800-t36_1","P. cynomolgi strain M","PcyM_09:1,275,405..1,276,870(+)","conserved Plasmodium protein, unknown function","945"
"PcyM_0930900","PcyM_0930900-t36_1","P. cynomolgi strain M","PcyM_09:1,278,599..1,282,642(+)","conserved Plasmodium protein, unknown function","4044"
"PcyM_0931000","PcyM_0931000-t36_1","P. cynomolgi strain M","PcyM_09:1,283,665..1,286,304(-)","steryl ester hydrolase, putative","2640"
"PcyM_0931100","PcyM_0931100-t36_1","P. cynomolgi strain M","PcyM_09:1,288,960..1,294,980(-)","autophagy-related protein 23, putative","2853"
"PcyM_0931200","PcyM_0931200-t36_1","P. cynomolgi strain M","PcyM_09:1,299,476..1,302,814(+)","RNA-binding protein, putative","3339"
"PcyM_0931300","PcyM_0931300-t36_1","P. cynomolgi strain M","PcyM_09:1,303,954..1,304,735(-)","U6 snRNA-associated Sm-like protein LSm6, putative","261"
"PcyM_0931400","PcyM_0931400-t36_1","P. cynomolgi strain M","PcyM_09:1,306,328..1,308,403(-)","protein phosphatase, putative","846"
"PcyM_0931500","PcyM_0931500-t36_1","P. cynomolgi strain M","PcyM_09:1,310,993..1,311,544(-)","deoxyuridine 5'-triphosphate nucleotidohydrolase, putative","552"
"PcyM_0931600","PcyM_0931600-t36_1","P. cynomolgi strain M","PcyM_09:1,314,434..1,314,809(+)","conserved Plasmodium protein, unknown function","213"
"PcyM_0931700","PcyM_0931700-t36_1","P. cynomolgi strain M","PcyM_09:1,315,670..1,317,010(-)","tRNA (guanine-N(7)-)-methyltransferase, putative","1341"
"PcyM_0931800","PcyM_0931800-t36_1","P. cynomolgi strain M","PcyM_09:1,318,057..1,319,019(+)","conserved Plasmodium protein, unknown function","471"
"PcyM_0931900","PcyM_0931900-t36_1","P. cynomolgi strain M","PcyM_09:1,319,701..1,323,292(+)","protein disulfide isomerase, putative","1275"
"PcyM_0932000","PcyM_0932000-t36_1","P. cynomolgi strain M","PcyM_09:1,325,586..1,328,160(+)","CRAL/TRIO domain-containing protein, putative","882"
"PcyM_0932100","PcyM_0932100-t36_1","P. cynomolgi strain M","PcyM_09:1,328,842..1,330,670(-)","conserved Plasmodium protein, unknown function","1194"
"PcyM_0932200","PcyM_0932200-t36_1","P. cynomolgi strain M","PcyM_09:1,331,664..1,336,691(-)","conserved Plasmodium protein, unknown function","5028"
"PcyM_0932300","PcyM_0932300-t36_1","P. cynomolgi strain M","PcyM_09:1,338,887..1,340,769(-)","conserved Plasmodium protein, unknown function","1320"
"PcyM_0932400","PcyM_0932400-t36_1","P. cynomolgi strain M","PcyM_09:1,343,648..1,351,525(+)","conserved Plasmodium protein, unknown function","7176"
"PcyM_0932600","PcyM_0932600-t36_1","P. cynomolgi strain M","PcyM_09:1,353,430..1,356,697(+)","conserved Plasmodium protein, unknown function","2490"
"PcyM_0932700","PcyM_0932700-t36_1","P. cynomolgi strain M","PcyM_09:1,357,191..1,358,320(-)","cochaperone prefoldin complex subunit, putative","753"
"PcyM_0932800","PcyM_0932800-t36_1","P. cynomolgi strain M","PcyM_09:1,359,849..1,360,259(+)","multiprotein bridging factor type 1, putative","411"
"PcyM_0932900","PcyM_0932900-t36_1","P. cynomolgi strain M","PcyM_09:1,361,072..1,366,421(-)","6-phosphofructokinase, putative","4374"
"PcyM_0933000","PcyM_0933000-t36_1","P. cynomolgi strain M","PcyM_09:1,367,743..1,370,838(-)","geranylgeranyl pyrophosphate synthase","1134"
"PcyM_0933100","PcyM_0933100-t36_1","P. cynomolgi strain M","PcyM_09:1,372,431..1,374,119(+)","conserved Plasmodium protein, unknown function","1689"
"PcyM_0933200","PcyM_0933200-t36_1","P. cynomolgi strain M","PcyM_09:1,374,544..1,376,439(-)","CCR4-NOT transcription complex subunit 2, putative","1896"
"PcyM_0933300","PcyM_0933300-t36_1","P. cynomolgi strain M","PcyM_09:1,378,139..1,379,551(+)","GPI-anchor transamidase, putative","1413"
"PcyM_0933400","PcyM_0933400-t36_1","P. cynomolgi strain M","PcyM_09:1,381,471..1,384,190(+)","conserved Plasmodium protein, unknown function","1959"
"PcyM_0933500","PcyM_0933500-t36_1","P. cynomolgi strain M","PcyM_09:1,386,098..1,387,718(+)","spermidine synthase, putative","966"
"PcyM_0933600","PcyM_0933600-t36_1","P. cynomolgi strain M","PcyM_09:1,390,815..1,392,107(+)","parasitophorous vacuolar protein 1, putative","1293"
"PcyM_0933700","PcyM_0933700-t36_1","P. cynomolgi strain M","PcyM_09:1,394,494..1,396,271(+)","26S proteasome regulatory subunit RPN7, putative","1182"
"PcyM_0933800","PcyM_0933800-t36_1","P. cynomolgi strain M","PcyM_09:1,397,023..1,402,653(-)","conserved Plasmodium protein, unknown function","5631"
"PcyM_0933900","PcyM_0933900-t36_1","P. cynomolgi strain M","PcyM_09:1,404,339..1,406,426(-)","proliferating-cell nucleolar antigen p120, putative","2088"
"PcyM_0934100","PcyM_0934100-t36_1","P. cynomolgi strain M","PcyM_09:1,408,158..1,410,523(+)","A/G-specific adenine glycosylase, putative","1761"
"PcyM_0934200","PcyM_0934200-t36_1","P. cynomolgi strain M","PcyM_09:1,411,499..1,415,032(+)","phosphatidylinositol-4-phosphate 5-kinase, putative","3534"
"PcyM_0934300","PcyM_0934300-t36_1","P. cynomolgi strain M","PcyM_09:1,416,762..1,417,634(+)","conserved Plasmodium protein, unknown function","873"
"PcyM_0934400","PcyM_0934400-t36_1","P. cynomolgi strain M","PcyM_09:1,420,896..1,422,608(+)","transporter, putative","1713"
"PcyM_0934500","PcyM_0934500-t36_1","P. cynomolgi strain M","PcyM_09:1,423,237..1,425,657(-)","phosphoacetylglucosamine mutase, putative","2421"
"PcyM_0934600","PcyM_0934600-t36_1","P. cynomolgi strain M","PcyM_09:1,427,554..1,427,835(-)","60S ribosomal protein L38, putative","282"
"PcyM_0934700","PcyM_0934700-t36_1","P. cynomolgi strain M","PcyM_09:1,430,427..1,431,374(+)","60S ribosomal protein P0, putative","948"
"PcyM_0934800","PcyM_0934800-t36_1","P. cynomolgi strain M","PcyM_09:1,431,892..1,432,003(+)","small nucleolar RNA snoR13","112"
"PcyM_0934900","PcyM_0934900-t36_1","P. cynomolgi strain M","PcyM_09:1,432,171..1,432,278(+)","small nucleolar RNA snoR13","108"
"PcyM_0935000","PcyM_0935000-t36_1","P. cynomolgi strain M","PcyM_09:1,432,505..1,432,614(+)","small nucleolar RNA snoR13","110"
"PcyM_0935100","PcyM_0935100-t36_1","P. cynomolgi strain M","PcyM_09:1,434,705..1,436,030(+)","26S protease regulatory subunit 6a, putative","1326"
"PcyM_0935200","PcyM_0935200-t36_1","P. cynomolgi strain M","PcyM_09:1,437,680..1,441,818(+)","conserved oligomeric Golgi complex subunit 2, putative","3093"
"PcyM_0935300","PcyM_0935300-t36_1","P. cynomolgi strain M","PcyM_09:1,442,613..1,446,250(+)","methyltransferase, putative","2562"
"PcyM_0935400","PcyM_0935400-t36_1","P. cynomolgi strain M","PcyM_09:1,446,411..1,451,501(-)","structural maintenance of chromosomes protein 1, putative","5091"
"PcyM_0935500","PcyM_0935500-t36_1","P. cynomolgi strain M","PcyM_09:1,453,678..1,455,386(+)","PF16 protein, putative","1530"
"PcyM_0935600","PcyM_0935600-t36_1","P. cynomolgi strain M","PcyM_09:1,456,175..1,459,928(+)","conserved Plasmodium protein, unknown function","3537"
"PcyM_0935700","PcyM_0935700-t36_1","P. cynomolgi strain M","PcyM_09:1,460,762..1,461,307(-)","RNA-binding protein s1, putative","546"
"PcyM_0935800","PcyM_0935800-t36_1","P. cynomolgi strain M","PcyM_09:1,463,065..1,465,365(-)","serpentine receptor, putative","2301"
"PcyM_0935900","PcyM_0935900-t36_1","P. cynomolgi strain M","PcyM_09:1,466,751..1,468,966(+)","conserved Plasmodium protein, unknown function","1176"
"PcyM_0936000","PcyM_0936000-t36_1","P. cynomolgi strain M","PcyM_09:1,469,180..1,470,682(-)","conserved Plasmodium protein, unknown function","1503"
"PcyM_0936100","PcyM_0936100-t36_1","P. cynomolgi strain M","PcyM_09:1,470,899..1,475,821(-)","conserved Plasmodium protein, unknown function","4779"
"PcyM_0936200","PcyM_0936200-t36_1","P. cynomolgi strain M","PcyM_09:1,477,590..1,478,366(-)","conserved Plasmodium protein, unknown function","777"
"PcyM_0936300","PcyM_0936300-t36_1","P. cynomolgi strain M","PcyM_09:1,482,596..1,491,085(+)","conserved Plasmodium protein, unknown function","8490"
"PcyM_0936400","PcyM_0936400-t36_1","P. cynomolgi strain M","PcyM_09:1,492,503..1,494,001(-)","conserved Plasmodium protein, unknown function","444"
"PcyM_0936600","PcyM_0936600-t36_1","P. cynomolgi strain M","PcyM_09:1,494,933..1,498,400(-)","oxysterol-binding protein, putative","3468"
"PcyM_0936700","PcyM_0936700-t36_1","P. cynomolgi strain M","PcyM_09:1,500,496..1,502,688(-)","conserved Plasmodium protein, unknown function","2193"
"PcyM_0936800","PcyM_0936800-t36_1","P. cynomolgi strain M","PcyM_09:1,506,267..1,509,155(+)","ubiquitin-like protein, putative","2889"
"PcyM_0937000","PcyM_0937000-t36_1","P. cynomolgi strain M","PcyM_09:1,509,880..1,513,050(-)","RNA-binding protein, putative","3171"
"PcyM_0937100","PcyM_0937100-t36_1","P. cynomolgi strain M","PcyM_09:1,515,748..1,517,622(-)","T-complex protein 1, alpha subunit, putative","1632"
"PcyM_0937200","PcyM_0937200-t36_1","P. cynomolgi strain M","PcyM_09:1,521,257..1,522,078(+)","nucleic acid binding protein, putative","822"
"PcyM_0937300","PcyM_0937300-t36_1","P. cynomolgi strain M","PcyM_09:1,523,320..1,526,970(-)","conserved Plasmodium protein, unknown function","3651"
"PcyM_0937400","PcyM_0937400-t36_1","P. cynomolgi strain M","PcyM_09:1,528,997..1,533,250(+)","amino acid transporter, putative","4254"
