"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PCOAH_00032370","PCOAH_00032370-t30_1","P. coatneyi Hackeri","CP016249:290,012..292,733(-)","Uncharacterized protein","1602"
"PCOAH_00032380","PCOAH_00032380-t30_1","P. coatneyi Hackeri","CP016249:293,591..295,120(-)","Aminomethyltransferase","1222"
"PCOAH_00032390","PCOAH_00032390-t30_1","P. coatneyi Hackeri","CP016249:296,083..297,489(+)","Uncharacterized protein","1407"
"PCOAH_00032400","PCOAH_00032400-t30_1","P. coatneyi Hackeri","CP016249:298,915..301,143(+)","Uncharacterized protein","2229"
"PCOAH_00032410","PCOAH_00032410-t30_1","P. coatneyi Hackeri","CP016249:310,833..312,255(+)","50S ribosomal protein L17","434"
"PCOAH_00032420","PCOAH_00032420-t30_1","P. coatneyi Hackeri","CP016249:312,139..313,104(-)","Uncharacterized protein","966"
"PCOAH_00032430","PCOAH_00032430-t30_1","P. coatneyi Hackeri","CP016249:313,237..315,170(+)","Ferrochelatase","1366"
"PCOAH_00032440","PCOAH_00032440-t30_1","P. coatneyi Hackeri","CP016249:316,226..318,362(+)","DNA-directed RNA polymerase II 23 kDa polypeptide","1092"
"PCOAH_00032450","PCOAH_00032450-t30_1","P. coatneyi Hackeri","CP016249:318,495..319,643(-)","Uncharacterized protein","1149"
"PCOAH_00032460","PCOAH_00032460-t30_1","P. coatneyi Hackeri","CP016249:320,204..322,726(-)","Uncharacterized protein","2523"
"PCOAH_00032470","PCOAH_00032470-t30_1","P. coatneyi Hackeri","CP016249:323,662..325,206(-)","Exosome complex exonuclease","1545"
"PCOAH_00032480","PCOAH_00032480-t30_1","P. coatneyi Hackeri","CP016249:326,489..335,863(-)","Uncharacterized protein","9375"
"PCOAH_00032490","PCOAH_00032490-t30_1","P. coatneyi Hackeri","CP016249:338,255..341,614(+)","Adenosinetriphosphatase","3360"
"PCOAH_00032500","PCOAH_00032500-t30_1","P. coatneyi Hackeri","CP016249:346,667..347,293(-)","Uncharacterized protein","627"
"PCOAH_00032510","PCOAH_00032510-t30_1","P. coatneyi Hackeri","CP016249:349,007..354,373(+)","Uncharacterized protein","5367"
"PCOAH_00032520","PCOAH_00032520-t30_1","P. coatneyi Hackeri","CP016249:355,341..357,992(-)","Uncharacterized protein","2652"
"PCOAH_00032530","PCOAH_00032530-t30_1","P. coatneyi Hackeri","CP016249:359,189..361,690(-)","Uncharacterized protein","2502"
"PCOAH_00032540","PCOAH_00032540-t30_1","P. coatneyi Hackeri","CP016249:364,529..365,065(-)","Uncharacterized protein","537"
"PCOAH_00032550","PCOAH_00032550-t30_1","P. coatneyi Hackeri","CP016249:367,553..371,301(-)","Uncharacterized protein","2070"
"PCOAH_00032560","PCOAH_00032560-t30_1","P. coatneyi Hackeri","CP016249:372,637..374,658(-)","Uncharacterized protein","2022"
"PCOAH_00032570","PCOAH_00032570-t30_1","P. coatneyi Hackeri","CP016249:375,490..376,191(+)","Uncharacterized protein","702"
"PCOAH_00032580","PCOAH_00032580-t30_1","P. coatneyi Hackeri","CP016249:377,332..379,832(-)","Uncharacterized protein","2217"
"PCOAH_00032590","PCOAH_00032590-t30_1","P. coatneyi Hackeri","CP016249:381,070..383,845(+)","Uncharacterized protein","2646"
"PCOAH_00032600","PCOAH_00032600-t30_1","P. coatneyi Hackeri","CP016249:384,285..385,227(-)","Ribosomal protein L9","747"
"PCOAH_00032610","PCOAH_00032610-t30_1","P. coatneyi Hackeri","CP016249:386,013..387,502(+)","Bifunctional polynucleotide phosphatase/kinase","1389"
"PCOAH_00032620","PCOAH_00032620-t30_1","P. coatneyi Hackeri","CP016249:387,601..390,736(-)","Uncharacterized protein","3006"
"PCOAH_00032630","PCOAH_00032630-t30_1","P. coatneyi Hackeri","CP016249:391,451..394,681(-)","Uncharacterized protein","3231"
"PCOAH_00032640","PCOAH_00032640-t30_1","P. coatneyi Hackeri","CP016249:395,168..399,699(-)","Uncharacterized protein","4299"
"PCOAH_00032650","PCOAH_00032650-t30_1","P. coatneyi Hackeri","CP016249:400,570..406,904(-)","Uncharacterized protein","6216"
"PCOAH_00032660","PCOAH_00032660-t30_1","P. coatneyi Hackeri","CP016249:408,839..412,654(-)","Uncharacterized protein","3816"
"PCOAH_00032670","PCOAH_00032670-t30_1","P. coatneyi Hackeri","CP016249:415,074..418,958(-)","3'-5' exonuclease domain containing protein","3009"
"PCOAH_00032680","PCOAH_00032680-t30_1","P. coatneyi Hackeri","CP016249:420,534..426,497(-)","Uncharacterized protein","5964"
"PCOAH_00032690","PCOAH_00032690-t30_1","P. coatneyi Hackeri","CP016249:428,664..429,254(-)","Uncharacterized protein","591"
"PCOAH_00032700","PCOAH_00032700-t30_1","P. coatneyi Hackeri","CP016249:431,187..432,638(+)","RuvB-like helicase","1452"
"PCOAH_00032710","PCOAH_00032710-t30_1","P. coatneyi Hackeri","CP016249:434,504..436,485(+)","14-3-3 protein","822"
"PCOAH_00032720","PCOAH_00032720-t30_1","P. coatneyi Hackeri","CP016249:437,597..438,196(-)","Uncharacterized protein","600"
"PCOAH_00032730","PCOAH_00032730-t30_1","P. coatneyi Hackeri","CP016249:447,821..448,645(+)","Proliferating cell nuclear antigen","825"
"PCOAH_00032740","PCOAH_00032740-t30_1","P. coatneyi Hackeri","CP016249:449,610..457,343(-)","Uncharacterized protein","7734"
"PCOAH_00032750","PCOAH_00032750-t30_1","P. coatneyi Hackeri","CP016249:459,027..460,612(-)","Uncharacterized protein","1103"
"PCOAH_00032760","PCOAH_00032760-t30_1","P. coatneyi Hackeri","CP016249:462,151..462,552(+)","Uncharacterized protein","402"
"PCOAH_00032770","PCOAH_00032770-t30_1","P. coatneyi Hackeri","CP016249:463,366..466,132(+)","Uncharacterized protein","1101"
"PCOAH_00032780","PCOAH_00032780-t30_1","P. coatneyi Hackeri","CP016249:466,783..467,351(+)","Actin-depolymerizing factor","432"
"PCOAH_00032790","PCOAH_00032790-t30_1","P. coatneyi Hackeri","CP016249:467,558..469,597(-)","Uncharacterized protein","818"
"PCOAH_00032800","PCOAH_00032800-t30_1","P. coatneyi Hackeri","CP016249:470,500..477,109(-)","Malaria antigen","5724"
"PCOAH_00032810","PCOAH_00032810-t30_1","P. coatneyi Hackeri","CP016249:478,395..480,395(-)","KIR protein","1653"
"PCOAH_00032820","PCOAH_00032820-t30_1","P. coatneyi Hackeri","CP016249:485,550..488,053(-)","KIR protein","1797"
"PCOAH_00032830","PCOAH_00032830-t30_1","P. coatneyi Hackeri","CP016249:491,954..495,496(-)","Vesicle transport protein","2811"
"PCOAH_00032840","PCOAH_00032840-t30_1","P. coatneyi Hackeri","CP016249:498,628..500,646(+)","Protein arginine N-methyltransferase","2019"
"PCOAH_00032850","PCOAH_00032850-t30_1","P. coatneyi Hackeri","CP016249:502,911..505,212(+)","Polyadenylate binding protein","1164"
"PCOAH_00032860","PCOAH_00032860-t30_1","P. coatneyi Hackeri","CP016249:507,163..510,624(-)","Falcilysin","3462"
"PCOAH_00032870","PCOAH_00032870-t30_1","P. coatneyi Hackeri","CP016249:515,873..520,530(+)","Uncharacterized protein","3099"
"PCOAH_00032880","PCOAH_00032880-t30_1","P. coatneyi Hackeri","CP016249:522,345..533,696(-)","Guanylyl cyclase","9333"
"PCOAH_00032890","PCOAH_00032890-t30_1","P. coatneyi Hackeri","CP016249:544,140..545,380(-)","KIR protein","1074"
"PCOAH_00032900","PCOAH_00032900-t30_1","P. coatneyi Hackeri","CP016249:550,238..552,334(-)","Uncharacterized protein","2097"
"PCOAH_00032910","PCOAH_00032910-t30_1","P. coatneyi Hackeri","CP016249:553,888..555,124(-)","KIR protein","1017"
"PCOAH_00032920","PCOAH_00032920-t30_1","P. coatneyi Hackeri","CP016249:565,493..566,503(-)","Uncharacterized protein","1011"
"PCOAH_00032930","PCOAH_00032930-t30_1","P. coatneyi Hackeri","CP016249:567,339..568,454(+)","Uncharacterized protein","1116"
"PCOAH_00032940","PCOAH_00032940-t30_1","P. coatneyi Hackeri","CP016249:569,510..571,228(+)","Uncharacterized protein","774"
"PCOAH_00032950","PCOAH_00032950-t30_1","P. coatneyi Hackeri","CP016249:572,031..573,578(+)","RNA binding protein","869"
"PCOAH_00032960","PCOAH_00032960-t30_1","P. coatneyi Hackeri","CP016249:574,889..575,797(+)","Uncharacterized protein","540"
"PCOAH_00032970","PCOAH_00032970-t30_1","P. coatneyi Hackeri","CP016249:576,569..582,118(-)","Uncharacterized protein","5550"
"PCOAH_00032980","PCOAH_00032980-t30_1","P. coatneyi Hackeri","CP016249:583,446..584,692(-)","ADP-ribosylation factor","889"
"PCOAH_00032990","PCOAH_00032990-t30_1","P. coatneyi Hackeri","CP016249:585,824..595,154(-)","Uncharacterized protein","9192"
"PCOAH_00033000","PCOAH_00033000-t30_1","P. coatneyi Hackeri","CP016249:597,319..603,222(-)","Uncharacterized protein","5904"
"PCOAH_00033010","PCOAH_00033010-t30_1","P. coatneyi Hackeri","CP016249:612,487..613,626(-)","Uncharacterized protein","537"
"PCOAH_00033020","PCOAH_00033020-t30_1","P. coatneyi Hackeri","CP016249:616,118..617,803(+)","RNA binding protein","1539"
"PCOAH_00033030","PCOAH_00033030-t30_1","P. coatneyi Hackeri","CP016249:620,386..623,352(-)","Mitotic control protein dis3-like protein","2967"
"PCOAH_00033040","PCOAH_00033040-t30_1","P. coatneyi Hackeri","CP016249:623,862..626,618(+)","High mobility protein 4","924"
"PCOAH_00033050","PCOAH_00033050-t30_1","P. coatneyi Hackeri","CP016249:627,647..629,704(+)","Riboflavin kinase / FAD synthase family protein","2058"
"PCOAH_00033060","PCOAH_00033060-t30_1","P. coatneyi Hackeri","CP016249:631,710..640,451(+)","Uncharacterized protein","8742"
"PCOAH_00033070","PCOAH_00033070-t30_1","P. coatneyi Hackeri","CP016249:641,738..645,064(+)","Uncharacterized protein","1432"
"PCOAH_00033080","PCOAH_00033080-t30_1","P. coatneyi Hackeri","CP016249:645,340..645,795(-)","40S ribosomal protein S13","456"
"PCOAH_00033090","PCOAH_00033090-t30_1","P. coatneyi Hackeri","CP016249:651,707..652,168(+)","Uncharacterized protein","462"
"PCOAH_00033100","PCOAH_00033100-t30_1","P. coatneyi Hackeri","CP016249:653,806..656,568(-)","Uncharacterized protein","2763"
"PCOAH_00033110","PCOAH_00033110-t30_1","P. coatneyi Hackeri","CP016249:658,690..660,453(-)","Zinc finger protein","1764"
"PCOAH_00033120","PCOAH_00033120-t30_1","P. coatneyi Hackeri","CP016249:661,227..662,751(-)","Uncharacterized protein","870"
"PCOAH_00033130","PCOAH_00033130-t30_1","P. coatneyi Hackeri","CP016249:663,567..664,574(+)","Rhomboid-like protein","1008"
"PCOAH_00033140","PCOAH_00033140-t30_1","P. coatneyi Hackeri","CP016249:665,158..669,567(-)","Uncharacterized protein","4089"
"PCOAH_00033150","PCOAH_00033150-t30_1","P. coatneyi Hackeri","CP016249:670,698..672,965(+)","Uncharacterized protein","2268"
"PCOAH_00033160","PCOAH_00033160-t30_1","P. coatneyi Hackeri","CP016249:674,285..680,310(+)","Patatin-like phospholipase","5886"
"PCOAH_00033170","PCOAH_00033170-t30_1","P. coatneyi Hackeri","CP016249:680,136..682,428(-)","Pyrroline-5-carboxylate reductase","1419"
"PCOAH_00033180","PCOAH_00033180-t30_1","P. coatneyi Hackeri","CP016249:683,461..685,412(-)","T-complex protein 1 subunit delta","1590"
"PCOAH_00033190","PCOAH_00033190-t30_1","P. coatneyi Hackeri","CP016249:686,591..690,902(+)","Uncharacterized protein","3888"
"PCOAH_00033200","PCOAH_00033200-t30_1","P. coatneyi Hackeri","CP016249:691,165..692,794(-)","Uncharacterized protein","1046"
"PCOAH_00033210","PCOAH_00033210-t30_1","P. coatneyi Hackeri","CP016249:693,148..695,802(-)","DNA helicase","2655"
"PCOAH_00033220","PCOAH_00033220-t30_1","P. coatneyi Hackeri","CP016249:697,104..700,017(-)","Uncharacterized protein","2901"
"PCOAH_00033230","PCOAH_00033230-t30_1","P. coatneyi Hackeri","CP016249:701,359..701,727(-)","Dynein light chain","369"
"PCOAH_00033240","PCOAH_00033240-t30_1","P. coatneyi Hackeri","CP016249:702,668..705,472(-)","Glutamyl-tRNA synthetase","1749"
"PCOAH_00033250","PCOAH_00033250-t30_1","P. coatneyi Hackeri","CP016249:706,667..707,998(-)","Elongation factor 1-alpha","1332"
"PCOAH_00033260","PCOAH_00033260-t30_1","P. coatneyi Hackeri","CP016249:709,440..710,771(+)","Elongation factor 1-alpha","1332"
"PCOAH_00033270","PCOAH_00033270-t30_1","P. coatneyi Hackeri","CP016249:711,565..713,374(+)","CMGC/CDK protein kinase","1006"
"PCOAH_00033280","PCOAH_00033280-t30_1","P. coatneyi Hackeri","CP016249:714,839..726,219(-)","Protein kinase domain containing protein","11241"
"PCOAH_00033290","PCOAH_00033290-t30_1","P. coatneyi Hackeri","CP016249:729,336..730,912(-)","Uncharacterized protein","606"
"PCOAH_00033300","PCOAH_00033300-t30_1","P. coatneyi Hackeri","CP016249:733,372..734,811(+)","Uncharacterized protein","1440"
"PCOAH_00033310","PCOAH_00033310-t30_1","P. coatneyi Hackeri","CP016249:735,717..736,420(-)","Uncharacterized protein","594"
"PCOAH_00033320","PCOAH_00033320-t30_1","P. coatneyi Hackeri","CP016249:737,601..740,612(-)","Uncharacterized protein","3012"
"PCOAH_00033330","PCOAH_00033330-t30_1","P. coatneyi Hackeri","CP016249:742,693..744,469(-)","Ubiquitin-conjugating enzyme","609"
"PCOAH_00033340","PCOAH_00033340-t30_1","P. coatneyi Hackeri","CP016249:747,353..748,484(+)","Mitochondrial inner membrane translocase","915"
"PCOAH_00033350","PCOAH_00033350-t30_1","P. coatneyi Hackeri","CP016249:750,281..753,061(+)","Uncharacterized protein","2781"
"PCOAH_00033360","PCOAH_00033360-t30_1","P. coatneyi Hackeri","CP016249:754,556..758,506(-)","Uncharacterized protein","3951"
"PCOAH_00033370","PCOAH_00033370-t30_1","P. coatneyi Hackeri","CP016249:759,822..761,021(-)","Uncharacterized protein","1200"
"PCOAH_00033380","PCOAH_00033380-t30_1","P. coatneyi Hackeri","CP016249:762,101..762,766(-)","Splicing factor","267"
"PCOAH_00033390","PCOAH_00033390-t30_1","P. coatneyi Hackeri","CP016249:769,567..773,799(+)","Uncharacterized protein","4233"
"PCOAH_00033400","PCOAH_00033400-t30_1","P. coatneyi Hackeri","CP016249:775,448..777,604(+)","Uncharacterized protein","1959"
"PCOAH_00033410","PCOAH_00033410-t30_1","P. coatneyi Hackeri","CP016249:778,801..780,819(-)","Serine/threonine protein phosphatase","2019"
"PCOAH_00033420","PCOAH_00033420-t30_1","P. coatneyi Hackeri","CP016249:783,864..783,936(+)","tRNA-Thr","73"
"PCOAH_00033430","PCOAH_00033430-t30_1","P. coatneyi Hackeri","CP016249:796,798..797,840(-)","Uncharacterized protein","793"
"PCOAH_00033440","PCOAH_00033440-t30_1","P. coatneyi Hackeri","CP016249:802,648..804,203(-)","Uncharacterized protein","678"
"PCOAH_00033450","PCOAH_00033450-t30_1","P. coatneyi Hackeri","CP016249:805,218..807,967(-)","KIR protein","1812"
"PCOAH_00033460","PCOAH_00033460-t30_1","P. coatneyi Hackeri","CP016249:815,271..815,462(+)","SICA antigen","192"
"PCOAH_00033470","PCOAH_00033470-t30_1","P. coatneyi Hackeri","CP016249:815,898..817,872(-)","KIR protein","1110"
"PCOAH_00033480","PCOAH_00033480-t30_1","P. coatneyi Hackeri","CP016249:823,266..824,157(-)","KIR protein","744"
"PCOAH_00033490","PCOAH_00033490-t30_1","P. coatneyi Hackeri","CP016249:825,966..827,522(-)","Uncharacterized protein","1557"
"PCOAH_00033500","PCOAH_00033500-t30_1","P. coatneyi Hackeri","CP016249:829,059..831,893(+)","Uncharacterized protein","2835"
"PCOAH_00033510","PCOAH_00033510-t30_1","P. coatneyi Hackeri","CP016249:832,618..835,443(-)","DNA helicase","2826"
"PCOAH_00033520","PCOAH_00033520-t30_1","P. coatneyi Hackeri","CP016249:837,012..837,545(-)","Uncharacterized protein","534"
"PCOAH_00033530","PCOAH_00033530-t30_1","P. coatneyi Hackeri","CP016249:837,595..838,872(-)","Uncharacterized protein","1278"
"PCOAH_00033540","PCOAH_00033540-t30_1","P. coatneyi Hackeri","CP016249:840,303..842,210(+)","Metacaspase-like protein","1908"
"PCOAH_00033550","PCOAH_00033550-t30_1","P. coatneyi Hackeri","CP016249:843,475..844,794(+)","Uncharacterized protein","1320"
"PCOAH_00033560","PCOAH_00033560-t30_1","P. coatneyi Hackeri","CP016249:845,253..847,015(+)","Uncharacterized protein","1145"
"PCOAH_00033570","PCOAH_00033570-t30_1","P. coatneyi Hackeri","CP016249:847,597..849,127(-)","Adenylosuccinate synthetase","1314"
"PCOAH_00033580","PCOAH_00033580-t30_1","P. coatneyi Hackeri","CP016249:851,618..853,480(+)","Vacuolar ATP synthase 21 kDa proteolipid subunit","995"
"PCOAH_00033590","PCOAH_00033590-t30_1","P. coatneyi Hackeri","CP016249:855,400..858,580(+)","Putative rRNA methyltransferase","3015"
"PCOAH_00033600","PCOAH_00033600-t30_1","P. coatneyi Hackeri","CP016249:859,809..862,033(+)","SacI-like proteiny domain","2085"
"PCOAH_00033610","PCOAH_00033610-t30_1","P. coatneyi Hackeri","CP016249:863,300..864,364(+)","Uncharacterized protein","1065"
"PCOAH_00033620","PCOAH_00033620-t30_1","P. coatneyi Hackeri","CP016249:865,441..868,046(-)","Proteasome subunit alpha type","1332"
"PCOAH_00033630","PCOAH_00033630-t30_1","P. coatneyi Hackeri","CP016249:868,847..869,737(+)","Proteasome subunit alpha type","741"
"PCOAH_00033640","PCOAH_00033640-t30_1","P. coatneyi Hackeri","CP016249:870,408..870,911(-)","Uncharacterized protein","504"
"PCOAH_00033650","PCOAH_00033650-t30_1","P. coatneyi Hackeri","CP016249:874,226..875,174(+)","ER lumen protein-retaining receptor","666"
"PCOAH_00033660","PCOAH_00033660-t30_1","P. coatneyi Hackeri","CP016249:876,494..877,465(-)","Uncharacterized protein","972"
"PCOAH_00033670","PCOAH_00033670-t30_1","P. coatneyi Hackeri","CP016249:878,522..881,890(-)","Uncharacterized protein","3369"
"PCOAH_00033680","PCOAH_00033680-t30_1","P. coatneyi Hackeri","CP016249:882,796..888,291(+)","Uncharacterized protein","5310"
"PCOAH_00033690","PCOAH_00033690-t30_1","P. coatneyi Hackeri","CP016249:889,119..889,988(-)","Uncharacterized protein","870"
"PCOAH_00033700","PCOAH_00033700-t30_1","P. coatneyi Hackeri","CP016249:892,848..894,857(+)","DEAD/DEAH box ATP-dependent RNA helicase","1749"
"PCOAH_00033710","PCOAH_00033710-t30_1","P. coatneyi Hackeri","CP016249:894,840..897,798(-)","Uncharacterized protein","1464"
"PCOAH_00033720","PCOAH_00033720-t30_1","P. coatneyi Hackeri","CP016249:899,353..901,149(-)","Uncharacterized protein","1797"
"PCOAH_00033730","PCOAH_00033730-t30_1","P. coatneyi Hackeri","CP016249:902,635..905,621(-)","Uncharacterized protein","2700"
"PCOAH_00033740","PCOAH_00033740-t30_1","P. coatneyi Hackeri","CP016249:908,136..909,608(-)","Microtubule associated protein","1473"
"PCOAH_00033750","PCOAH_00033750-t30_1","P. coatneyi Hackeri","CP016249:912,415..913,545(+)","Uncharacterized protein","1131"
"PCOAH_00033760","PCOAH_00033760-t30_1","P. coatneyi Hackeri","CP016249:916,345..925,257(+)","DNA polymerase","8529"
"PCOAH_00033770","PCOAH_00033770-t30_1","P. coatneyi Hackeri","CP016249:925,458..927,318(-)","Uncharacterized protein","1020"
"PCOAH_00033780","PCOAH_00033780-t30_1","P. coatneyi Hackeri","CP016249:928,928..930,862(+)","Uncharacterized protein","1935"
"PCOAH_00033790","PCOAH_00033790-t30_1","P. coatneyi Hackeri","CP016249:935,322..937,362(-)","KIR-like protein","1131"
"PCOAH_00033800","PCOAH_00033800-t30_1","P. coatneyi Hackeri","CP016249:941,274..943,686(+)","Uncharacterized protein","1012"
"PCOAH_00033810","PCOAH_00033810-t30_1","P. coatneyi Hackeri","CP016249:944,119..945,378(-)","Sec14-like cytosolic factor","942"
"PCOAH_00033820","PCOAH_00033820-t30_1","P. coatneyi Hackeri","CP016249:948,397..951,843(+)","Cullin-like protein","3261"
"PCOAH_00033830","PCOAH_00033830-t30_1","P. coatneyi Hackeri","CP016249:952,607..972,084(-)","SET-domain protein","18588"
"PCOAH_00033840","PCOAH_00033840-t30_1","P. coatneyi Hackeri","CP016249:974,939..975,926(-)","Uncharacterized protein","747"
"PCOAH_00033850","PCOAH_00033850-t30_1","P. coatneyi Hackeri","CP016249:977,770..979,855(+)","Uncharacterized protein","1914"
"PCOAH_00033860","PCOAH_00033860-t30_1","P. coatneyi Hackeri","CP016249:981,314..983,299(-)","Uncharacterized protein","1986"
"PCOAH_00033870","PCOAH_00033870-t30_1","P. coatneyi Hackeri","CP016249:986,385..988,683(-)","Phosphatidylcholine-sterol acyltransferase","2262"
"PCOAH_00033880","PCOAH_00033880-t30_1","P. coatneyi Hackeri","CP016249:993,297..994,439(+)","DNAJ domain protein","1143"
"PCOAH_00033890","PCOAH_00033890-t30_1","P. coatneyi Hackeri","CP016249:996,700..998,304(+)","SICA antigen","1461"
"PCOAH_00033900","PCOAH_00033900-t30_1","P. coatneyi Hackeri","CP016249:998,441..1,000,015(+)","SICA antigen","1236"
"PCOAH_00033910","PCOAH_00033910-t30_1","P. coatneyi Hackeri","CP016249:1,000,061..1,001,145(+)","SICA antigen","1011"
"PCOAH_00033920","PCOAH_00033920-t30_1","P. coatneyi Hackeri","CP016249:1,001,953..1,003,571(+)","SICA antigen","930"
"PCOAH_00033930","PCOAH_00033930-t30_1","P. coatneyi Hackeri","CP016249:1,005,779..1,007,800(+)","Nicotinate phosphoribosyltransferase","2022"
"PCOAH_00033940","PCOAH_00033940-t30_1","P. coatneyi Hackeri","CP016249:1,008,974..1,010,001(+)","N-acetyltransferase","906"
"PCOAH_00033950","PCOAH_00033950-t30_1","P. coatneyi Hackeri","CP016249:1,010,143..1,014,241(-)","Uncharacterized protein","3819"
"PCOAH_00033960","PCOAH_00033960-t30_1","P. coatneyi Hackeri","CP016249:1,015,038..1,017,077(+)","Glu-tRNAGln amidotransferase","2040"
"PCOAH_00033970","PCOAH_00033970-t30_1","P. coatneyi Hackeri","CP016249:1,017,542..1,019,230(-)","Uncharacterized protein","1689"
"PCOAH_00033980","PCOAH_00033980-t30_1","P. coatneyi Hackeri","CP016249:1,020,466..1,022,325(+)","Uncharacterized protein","1194"
"PCOAH_00033990","PCOAH_00033990-t30_1","P. coatneyi Hackeri","CP016249:1,023,186..1,024,085(+)","Uncharacterized protein","900"
"PCOAH_00034000","PCOAH_00034000-t30_1","P. coatneyi Hackeri","CP016249:1,024,830..1,027,093(-)","Uncharacterized protein","1041"
"PCOAH_00034010","PCOAH_00034010-t30_1","P. coatneyi Hackeri","CP016249:1,029,395..1,032,176(+)","Ethanolaminephosphotransferase","1191"
"PCOAH_00034020","PCOAH_00034020-t30_1","P. coatneyi Hackeri","CP016249:1,033,609..1,040,842(-)","Protein kinase","7125"
"PCOAH_00034030","PCOAH_00034030-t30_1","P. coatneyi Hackeri","CP016249:1,046,747..1,073,956(+)","Uncharacterized protein","27210"
"PCOAH_00034040","PCOAH_00034040-t30_1","P. coatneyi Hackeri","CP016249:1,074,604..1,075,122(-)","Uncharacterized protein","519"
"PCOAH_00034050","PCOAH_00034050-t30_1","P. coatneyi Hackeri","CP016249:1,076,130..1,077,402(-)","Uncharacterized protein","936"
"PCOAH_00034060","PCOAH_00034060-t30_1","P. coatneyi Hackeri","CP016249:1,079,657..1,082,554(+)","Acetyl-CoA synthetase","2898"
"PCOAH_00034070","PCOAH_00034070-t30_1","P. coatneyi Hackeri","CP016249:1,114,016..1,117,405(-)","Transportin","3390"
"PCOAH_00034080","PCOAH_00034080-t30_1","P. coatneyi Hackeri","CP016249:1,121,481..1,122,485(-)","Uncharacterized protein","1005"
"PCOAH_00034090","PCOAH_00034090-t30_1","P. coatneyi Hackeri","CP016249:1,123,781..1,125,051(+)","Uncharacterized protein","834"
"PCOAH_00034100","PCOAH_00034100-t30_1","P. coatneyi Hackeri","CP016249:1,125,688..1,126,239(+)","Mitochondrial import protein","552"
"PCOAH_00034110","PCOAH_00034110-t30_1","P. coatneyi Hackeri","CP016249:1,127,966..1,129,531(+)","Uncharacterized protein","1566"
"PCOAH_00034120","PCOAH_00034120-t30_1","P. coatneyi Hackeri","CP016249:1,130,612..1,132,077(+)","Troponin c-like protein","411"
"PCOAH_00034130","PCOAH_00034130-t30_1","P. coatneyi Hackeri","CP016249:1,133,173..1,138,266(-)","Uncharacterized protein","5094"
"PCOAH_00034140","PCOAH_00034140-t30_1","P. coatneyi Hackeri","CP016249:1,142,106..1,142,444(+)","Uncharacterized protein","339"
"PCOAH_00034150","PCOAH_00034150-t30_1","P. coatneyi Hackeri","CP016249:1,142,566..1,143,658(-)","Uncharacterized protein","1074"
"PCOAH_00034160","PCOAH_00034160-t30_1","P. coatneyi Hackeri","CP016249:1,145,025..1,147,316(-)","Pyruvate kinase","1568"
"PCOAH_00034170","PCOAH_00034170-t30_1","P. coatneyi Hackeri","CP016249:1,150,672..1,151,781(-)","Uncharacterized protein","1110"
"PCOAH_00034180","PCOAH_00034180-t30_1","P. coatneyi Hackeri","CP016249:1,152,821..1,153,255(+)","Uncharacterized protein","435"
"PCOAH_00034190","PCOAH_00034190-t30_1","P. coatneyi Hackeri","CP016249:1,153,816..1,156,551(-)","Uncharacterized protein","2736"
"PCOAH_00034200","PCOAH_00034200-t30_1","P. coatneyi Hackeri","CP016249:1,158,154..1,161,015(-)","Uncharacterized protein","2862"
"PCOAH_00034210","PCOAH_00034210-t30_1","P. coatneyi Hackeri","CP016249:1,163,478..1,165,646(+)","3-oxoacyl-(Acyl-carrier-protein) synthase","1425"
"PCOAH_00034220","PCOAH_00034220-t30_1","P. coatneyi Hackeri","CP016249:1,166,830..1,167,891(+)","Uncharacterized protein","1062"
"PCOAH_00034230","PCOAH_00034230-t30_1","P. coatneyi Hackeri","CP016249:1,167,985..1,170,465(-)","Uncharacterized protein","1152"
"PCOAH_00034240","PCOAH_00034240-t30_1","P. coatneyi Hackeri","CP016249:1,172,124..1,176,644(+)","Uncharacterized protein","4521"
"PCOAH_00034250","PCOAH_00034250-t30_1","P. coatneyi Hackeri","CP016249:1,177,532..1,178,586(-)","Uncharacterized protein","879"
"PCOAH_00034260","PCOAH_00034260-t30_1","P. coatneyi Hackeri","CP016249:1,180,147..1,181,991(-)","Uncharacterized protein","1845"
"PCOAH_00034270","PCOAH_00034270-t30_1","P. coatneyi Hackeri","CP016249:1,182,988..1,183,269(+)","Uncharacterized protein","282"
"PCOAH_00034280","PCOAH_00034280-t30_1","P. coatneyi Hackeri","CP016249:1,184,051..1,185,979(-)","Putative poly(A) polymerase pap (Poly(A) polymerase pap","1929"
"PCOAH_00034290","PCOAH_00034290-t30_1","P. coatneyi Hackeri","CP016249:1,188,915..1,189,898(-)","Uncharacterized protein","984"
"PCOAH_00034300","PCOAH_00034300-t30_1","P. coatneyi Hackeri","CP016249:1,191,507..1,192,712(+)","Uncharacterized protein","1206"
"PCOAH_00034310","PCOAH_00034310-t30_1","P. coatneyi Hackeri","CP016249:1,194,090..1,197,842(+)","DNA polymerase I","3753"
"PCOAH_00034320","PCOAH_00034320-t30_1","P. coatneyi Hackeri","CP016249:1,205,032..1,206,562(-)","Variable surface protein Vir14-related","1248"
"PCOAH_00034330","PCOAH_00034330-t30_1","P. coatneyi Hackeri","CP016249:1,228,208..1,229,332(-)","Uncharacterized protein","1125"
