"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Is Pseudo"
"PocGH01_09038000","PocGH01_09038000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,123,353..1,131,377(+)","kelch domain-containing protein, putative","8025","No"
"PocGH01_09038100","PocGH01_09038100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,132,610..1,133,541(-)","conserved Plasmodium protein, unknown function","429","No"
"PocGH01_09038200","PocGH01_09038200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,134,297..1,137,566(-)","oxysterol-binding protein, putative","3270","No"
"PocGH01_09038300","PocGH01_09038300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,139,215..1,141,272(-)","conserved Plasmodium protein, unknown function","2058","No"
"PocGH01_09038400","PocGH01_09038400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,144,924..1,147,443(+)","ubiquitin-like protein, putative","2520","No"
"PocGH01_09038500","PocGH01_09038500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,148,786..1,151,203(-)","RNA-binding protein, putative","2418","No"
"PocGH01_09038600","PocGH01_09038600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,153,663..1,155,506(-)","T-complex protein 1 subunit alpha, putative","1632","No"
"PocGH01_09038700","PocGH01_09038700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,158,792..1,159,613(+)","nucleic acid binding protein, putative","822","No"
"PocGH01_09038800","PocGH01_09038800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,160,205..1,163,777(-)","conserved Plasmodium protein, unknown function","3573","No"
"PocGH01_09038900","PocGH01_09038900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,165,630..1,169,730(+)","amino acid transporter, putative","4101","No"
"PocGH01_09039000","PocGH01_09039000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,170,320..1,171,845(-)","pre-mRNA-splicing factor 38A, putative","1305","No"
"PocGH01_09039100","PocGH01_09039100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,172,531..1,173,532(+)","50S ribosomal protein L2, putative","1002","No"
"PocGH01_09039200","PocGH01_09039200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,175,364..1,176,140(+)","aquaglyceroporin, putative","777","No"
"PocGH01_09039300","PocGH01_09039300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,177,789..1,178,352(+)","glycine cleavage system H protein, putative","564","No"
"PocGH01_09039400","PocGH01_09039400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,179,822..1,179,911(+)","conserved Plasmodium protein, unknown function","90","No"
"PocGH01_09039500","PocGH01_09039500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,181,601..1,184,826(+)","conserved Plasmodium protein, unknown function","3102","No"
"PocGH01_09039600","PocGH01_09039600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,185,597..1,190,371(-)","conserved Plasmodium protein, unknown function","4632","No"
"PocGH01_09039700","PocGH01_09039700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,193,814..1,194,908(+)","LEM3/CDC50 family protein, putative","1095","No"
"PocGH01_09039800","PocGH01_09039800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,197,825..1,199,516(+)","apical membrane antigen 1, putative","1692","No"
"PocGH01_09039900","PocGH01_09039900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,201,706..1,203,058(+)","conserved Plasmodium protein, unknown function","1158","No"
"PocGH01_09040000","PocGH01_09040000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,203,182..1,204,966(-)","conserved Plasmodium protein, unknown function","1785","No"
"PocGH01_09040100","PocGH01_09040100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,205,769..1,209,074(+)","FHA domain-containing protein, putative","3138","No"
"PocGH01_09040200","PocGH01_09040200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,211,504..1,214,106(+)","RNA (uracil-5-)methyltransferase, putative","2361","No"
"PocGH01_09040300","PocGH01_09040300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,215,295..1,219,638(+)","conserved Plasmodium protein, unknown function","4059","No"
"PocGH01_09040400","PocGH01_09040400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,223,063..1,225,057(+)","heat shock protein 70, putative","1995","No"
"PocGH01_09040500","PocGH01_09040500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,226,673..1,227,941(-)","protein disulfide isomerase, putative","1269","No"
"PocGH01_09040600","PocGH01_09040600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,231,165..1,236,868(+)","conserved Plasmodium protein, unknown function","5703","No"
"PocGH01_09040700","PocGH01_09040700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,238,543..1,245,002(+)","conserved Plasmodium protein, unknown function","6459","No"
"PocGH01_09040800","PocGH01_09040800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,245,416..1,246,771(-)","conserved protein, unknown function","525","No"
"PocGH01_09040900","PocGH01_09040900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,248,784..1,253,696(+)","alpha/beta hydrolase, putative","4692","No"
"PocGH01_09041000","PocGH01_09041000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,255,423..1,261,665(-)","zinc finger protein, putative","6243","No"
"PocGH01_09041100","PocGH01_09041100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,267,638..1,272,165(-)","DNA-directed RNA polymerase I subunit RPA2, putative","4416","No"
"PocGH01_09041200","PocGH01_09041200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,274,267..1,275,739(+)","coatomer subunit delta, putative","1473","No"
"PocGH01_09041300","PocGH01_09041300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,277,367..1,279,301(+)","conserved Plasmodium protein, unknown function","1935","No"
"PocGH01_09041400","PocGH01_09041400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,279,728..1,281,530(+)","PQ-loop repeat-containing protein","759","No"
"PocGH01_09041500","PocGH01_09041500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,283,331..1,286,009(-)","protein phosphatase PPM8, putative","2679","No"
"PocGH01_09041600","PocGH01_09041600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,288,266..1,291,696(-)","regulator of chromosome condensation, putative","2952","No"
"PocGH01_09041700","PocGH01_09041700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,292,850..1,294,085(-)","conserved Plasmodium protein, unknown function","1236","No"
"PocGH01_09041800","PocGH01_09041800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,295,632..1,296,336(-)","conserved Plasmodium protein, unknown function","705","No"
"PocGH01_09041900","PocGH01_09041900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,297,545..1,298,255(-)","conserved Plasmodium protein, unknown function","711","No"
"PocGH01_09042000","PocGH01_09042000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,300,153..1,301,826(-)","conserved protein, unknown function","1007","No"
"PocGH01_09042100","PocGH01_09042100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,303,202..1,309,624(+)","condensin-2 complex subunit D3, putative","5502","No"
"PocGH01_09042200","PocGH01_09042200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,309,707..1,310,129(-)","conserved Plasmodium protein, unknown function","225","No"
"PocGH01_09042300","PocGH01_09042300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,311,612..1,312,064(+)","conserved Plasmodium protein, unknown function","453","No"
"PocGH01_09042400","PocGH01_09042400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,313,054..1,315,390(-)","3-oxo-5-alpha-steroid 4-dehydrogenase, putative","843","No"
"PocGH01_09042500","PocGH01_09042500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,319,619..1,329,641(+)","conserved Plasmodium protein, unknown function","9738","No"
"PocGH01_09042600","PocGH01_09042600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,331,079..1,332,812(+)","conserved Plasmodium protein, unknown function","1734","No"
"PocGH01_09042700","PocGH01_09042700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,333,295..1,335,983(-)","conserved Plasmodium protein, unknown function","2043","No"
"PocGH01_09042800","PocGH01_09042800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,338,705..1,342,194(+)","tudor staphylococcal nuclease, putative","3090","No"
"PocGH01_09042900","PocGH01_09042900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,342,919..1,345,354(-)","signal recognition particle subunit SRP72, putative","2436","No"
"PocGH01_09043000","PocGH01_09043000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,349,052..1,351,453(-)","casein kinase 1, putative","972","No"
"PocGH01_09043100","PocGH01_09043100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,357,439..1,363,018(+)","conserved Plasmodium protein, unknown function","5580","No"
"PocGH01_09043200","PocGH01_09043200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,363,971..1,366,324(+)","conserved Plasmodium protein, unknown function","1263","No"
"PocGH01_09043300","PocGH01_09043300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,367,584..1,369,520(-)","DnaJ protein, putative","1113","No"
"PocGH01_09043400","PocGH01_09043400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,374,607..1,378,683(+)","subtilisin-like protease 2, putative","3930","No"
"PocGH01_09043450","PocGH01_09043450.1","P. ovale curtisi GH01","PocGH01_09_v1:1,380,394..1,380,591(-)","U2 spliceosomal RNA","198","No"
"PocGH01_09043500","PocGH01_09043500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,381,524..1,382,390(+)","mitochondrial ribosomal protein S9 precursor, putative","867","No"
"PocGH01_09043600","PocGH01_09043600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,383,124..1,384,410(-)","apical exonemal protein, putative","1287","No"
"PocGH01_09043700","PocGH01_09043700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,385,252..1,391,717(-)","conserved Plasmodium protein, unknown function","6204","No"
"PocGH01_09043800","PocGH01_09043800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,393,868..1,395,874(-)","CLPTM1 domain-containing protein, putative","2007","No"
"PocGH01_09043900","PocGH01_09043900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,398,787..1,400,031(-)","UVB-resistance protein UVR8 homologue, putative","1245","No"
"PocGH01_09044000","PocGH01_09044000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,401,555..1,402,252(-)","30S ribosomal protein S14, putative","510","No"
"PocGH01_09044100","PocGH01_09044100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,403,250..1,404,748(-)","conserved Plasmodium protein, unknown function","1329","No"
"PocGH01_09044200","PocGH01_09044200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,405,372..1,407,603(+)","calcium-binding protein, putative","2232","No"
"PocGH01_09044300","PocGH01_09044300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,408,703..1,409,582(-)","sporozoite surface protein essential for liver stage development, putative","447","No"
"PocGH01_09044400","PocGH01_09044400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,411,603..1,414,089(+)","conserved Plasmodium protein, unknown function","2286","No"
"PocGH01_09044500","PocGH01_09044500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,415,657..1,424,815(+)","conserved Plasmodium protein, unknown function","9159","No"
"PocGH01_09044600","PocGH01_09044600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,425,928..1,426,305(+)","ubiquitin-related modifier 1, putative","378","No"
"PocGH01_09044700","PocGH01_09044700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,427,337..1,428,211(+)","conserved protein, unknown function","558","No"
"PocGH01_09044800","PocGH01_09044800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,428,636..1,429,067(-)","conserved Plasmodium protein, unknown function","432","No"
"PocGH01_09044900","PocGH01_09044900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,430,981..1,442,518(-)","guanylyl cyclase, putative","11538","No"
"PocGH01_09045000","PocGH01_09045000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,449,050..1,451,614(+)","protein phosphatase PPM2, putative","2565","No"
"PocGH01_09045100","PocGH01_09045100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,453,031..1,455,007(-)","beta-catenin-like protein 1, putative","1563","No"
"PocGH01_09045200","PocGH01_09045200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,456,348..1,462,275(-)","conserved Plasmodium protein, unknown function","5439","No"
"PocGH01_09045300","PocGH01_09045300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,464,044..1,470,246(-)","WD repeat-containing protein, putative","5067","No"
"PocGH01_09045400","PocGH01_09045400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,476,636..1,480,904(+)","RNA-binding protein, putative","4269","No"
"PocGH01_09045500","PocGH01_09045500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,482,304..1,483,630(-)","VPS9 domain-containing protein, putative","1188","No"
"PocGH01_09045600","PocGH01_09045600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,485,315..1,492,940(-)","AP2 domain transcription factor, putative","7209","No"
"PocGH01_09045700","PocGH01_09045700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,504,453..1,506,988(-)","AAA family ATPase, putative","1749","No"
"PocGH01_09045800","PocGH01_09045800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,509,046..1,511,277(+)","conserved Plasmodium protein, unknown function","2232","No"
"PocGH01_09045900","PocGH01_09045900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,512,204..1,513,787(-)","adrenodoxin reductase, putative","1584","No"
"PocGH01_09046000","PocGH01_09046000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,514,910..1,521,092(-)","conserved Plasmodium protein, unknown function","6183","No"
"PocGH01_09046100","PocGH01_09046100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,522,325..1,523,386(+)","ER membrane protein complex subunit 8, putative","597","No"
"PocGH01_09046200","PocGH01_09046200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,524,256..1,525,815(+)","carbonic anhydrase, putative, pseudogene","1427","Yes"
"PocGH01_09046300","PocGH01_09046300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,526,675..1,527,855(-)","V-type proton ATPase subunit F, putative","435","No"
"PocGH01_09046400","PocGH01_09046400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,529,328..1,530,822(-)","conserved Plasmodium protein, unknown function","1296","No"
"PocGH01_09046500","PocGH01_09046500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,533,542..1,534,675(+)","P-loop containing nucleoside triphosphate hydrolase, putative","1134","No"
"PocGH01_09046600","PocGH01_09046600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,536,808..1,537,484(+)","conserved Plasmodium protein, unknown function","501","No"
"PocGH01_09046700","PocGH01_09046700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,539,172..1,544,561(+)","myosin K, putative","4647","No"
"PocGH01_09046800","PocGH01_09046800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,545,596..1,552,048(-)","conserved Plasmodium protein, unknown function","6453","No"
"PocGH01_09046900","PocGH01_09046900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,554,249..1,561,613(-)","conserved Plasmodium protein, unknown function","7365","No"
"PocGH01_09047000","PocGH01_09047000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,566,739..1,569,216(+)","conserved Plasmodium protein, unknown function","2478","No"
"PocGH01_09047100","PocGH01_09047100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,569,631..1,575,578(-)","conserved Plasmodium protein, unknown function","5232","No"
"PocGH01_09047200","PocGH01_09047200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,577,702..1,587,505(+)","conserved Plasmodium protein, unknown function","9804","No"
"PocGH01_09047300","PocGH01_09047300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,589,193..1,597,214(+)","conserved Plasmodium protein, unknown function","8022","No"
"PocGH01_09047400","PocGH01_09047400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,598,110..1,598,647(-)","ATP synthase-associated protein, putative","336","No"
"PocGH01_09047500","PocGH01_09047500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,599,945..1,603,012(-)","conserved protein, unknown function","2946","No"
"PocGH01_09047600","PocGH01_09047600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,604,286..1,605,805(+)","phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative","795","No"
"PocGH01_09047700","PocGH01_09047700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,606,184..1,608,729(+)","conserved Plasmodium protein, unknown function","894","No"
"PocGH01_09047800","PocGH01_09047800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,609,156..1,609,878(-)","dolichol-phosphate mannosyltransferase, putative","723","No"
"PocGH01_09047900","PocGH01_09047900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,611,041..1,612,700(+)","OTU domain-containing protein, putative","981","No"
"PocGH01_09048000","PocGH01_09048000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,613,420..1,615,843(-)","EELM2 domain-containing protein, putative","1239","No"
"PocGH01_09048100","PocGH01_09048100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,619,125..1,620,806(-)","inner membrane complex protein 1b, putative","1680","No"
"PocGH01_09048200","PocGH01_09048200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,622,203..1,624,362(+)","heptatricopeptide repeat-containing protein, putative","2160","No"
"PocGH01_09048300","PocGH01_09048300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,625,223..1,633,448(-)","conserved Plasmodium protein, unknown function","8226","No"
"PocGH01_09048400","PocGH01_09048400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,636,478..1,637,666(-)","conserved Plasmodium protein, unknown function","747","No"
"PocGH01_09048500","PocGH01_09048500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,639,989..1,645,029(+)","conserved Plasmodium protein, unknown function","4779","No"
"PocGH01_09048600","PocGH01_09048600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,646,370..1,648,201(-)","coproporphyrinogen-III oxidase, putative","1464","No"
"PocGH01_09048700","PocGH01_09048700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,649,824..1,650,501(-)","60S ribosomal protein L28, putative","384","No"
"PocGH01_09048800","PocGH01_09048800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,652,006..1,652,923(-)","60S ribosomal protein L35ae, putative","441","No"
"PocGH01_09048900","PocGH01_09048900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,653,850..1,655,811(-)","methyltransferase, putative","1962","No"
"PocGH01_09049000","PocGH01_09049000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,657,225..1,658,103(+)","ATP synthase-associated protein, putative","879","No"
"PocGH01_09049100","PocGH01_09049100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,660,941..1,663,358(+)","conserved Plasmodium protein, unknown function","2418","No"
"PocGH01_09049200","PocGH01_09049200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,664,559..1,665,620(+)","alpha/beta hydrolase, putative","1062","No"
"PocGH01_09049300","PocGH01_09049300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,667,384..1,672,192(-)","AP2 domain transcription factor AP2-O, putative","4809","No"
"PocGH01_09049400","PocGH01_09049400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,675,423..1,676,427(-)","DNA-directed RNA polymerases I and III subunit RPAC1, putative","1005","No"
"PocGH01_09049500","PocGH01_09049500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,678,644..1,680,015(+)","translation initiation factor eIF-1A, putative","468","No"
"PocGH01_09049600","PocGH01_09049600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,680,861..1,684,016(-)","conserved Plasmodium protein, unknown function","2868","No"
"PocGH01_09049700","PocGH01_09049700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,685,349..1,686,200(-)","conserved Plasmodium protein, unknown function","714","No"
"PocGH01_09049800","PocGH01_09049800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,686,705..1,690,248(+)","conserved Plasmodium protein, unknown function","2415","No"
"PocGH01_09049900","PocGH01_09049900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,692,012..1,694,462(+)","oocyst capsule protein Cap93, putative","2451","No"
"PocGH01_09050000","PocGH01_09050000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,695,245..1,696,652(-)","ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative","1080","No"
"PocGH01_09050100","PocGH01_09050100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,698,224..1,698,677(+)","40S ribosomal protein S21, putative","249","No"
"PocGH01_09050200","PocGH01_09050200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,699,125..1,699,800(-)","mitochondrial large subunit ribosomal protein, putative","366","No"
"PocGH01_09050300","PocGH01_09050300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,700,370..1,701,900(-)","conserved Plasmodium protein, unknown function","1161","No"
"PocGH01_09050400","PocGH01_09050400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,702,777..1,703,402(-)","60S ribosomal protein L41, putative","120","No"
"PocGH01_09050500","PocGH01_09050500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,705,759..1,710,321(+)","conserved Plasmodium protein, unknown function","4563","No"
"PocGH01_09050600","PocGH01_09050600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,712,573..1,713,778(+)","SUMO-activating enzyme subunit 1, putative","1206","No"
"PocGH01_09050700","PocGH01_09050700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,715,657..1,716,631(+)","transcription initiation factor IIF subunit beta, putative","975","No"
"PocGH01_09050800","PocGH01_09050800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,717,253..1,719,012(-)","apicoplast import protein Tic20, putative","774","No"
"PocGH01_09050900","PocGH01_09050900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,720,556..1,722,234(+)","conserved Plasmodium protein, unknown function","1503","No"
"PocGH01_09051000","PocGH01_09051000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,723,140..1,724,640(-)","ras-related protein Rab-6, putative","624","No"
"PocGH01_09051100","PocGH01_09051100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,726,385..1,729,696(-)","conserved Plasmodium protein, unknown function","2166","No"
"PocGH01_09051200","PocGH01_09051200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,731,040..1,734,054(-)","coatomer subunit gamma, putative","3015","No"
"PocGH01_09051300","PocGH01_09051300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,736,801..1,742,476(-)","serine/threonine protein kinase, putative","5676","No"
"PocGH01_09051400","PocGH01_09051400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,747,105..1,747,872(-)","cysteine-rich PDZ-binding protein, putative","273","No"
"PocGH01_09051500","PocGH01_09051500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,748,575..1,751,616(-)","dynamin-like protein, putative","2469","No"
"PocGH01_09051600","PocGH01_09051600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,754,660..1,757,378(+)","ABC transporter B family member 3, putative","2349","No"
"PocGH01_09051700","PocGH01_09051700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,757,646..1,760,001(-)","TMEM65 domain-containing protein, putative","1953","No"
"PocGH01_09051800","PocGH01_09051800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,762,239..1,763,504(+)","bicoid-interacting protein BIN3, putative","1266","No"
"PocGH01_09051900","PocGH01_09051900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,764,101..1,767,094(-)","conserved Plasmodium protein, unknown function","2994","No"
"PocGH01_09052000","PocGH01_09052000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,768,797..1,770,971(+)","conserved Plasmodium protein, unknown function","687","No"
"PocGH01_09052100","PocGH01_09052100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,771,547..1,773,479(-)","ribosome assembly protein 4, putative","1860","No"
"PocGH01_09052200","PocGH01_09052200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,774,887..1,776,470(-)","conserved protein, unknown function","510","No"
"PocGH01_09052300","PocGH01_09052300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,776,998..1,777,713(-)","conserved Plasmodium protein, unknown function","501","No"
"PocGH01_09052400","PocGH01_09052400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,779,670..1,780,377(-)","conserved Plasmodium protein, unknown function","708","No"
"PocGH01_09052500","PocGH01_09052500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,782,373..1,783,314(+)","leucine-rich repeat protein","942","No"
"PocGH01_09052600","PocGH01_09052600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,785,496..1,789,578(+)","oocyst rupture protein 1, putative","3579","No"
"PocGH01_09052700","PocGH01_09052700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,790,572..1,794,119(-)","kinesin-like protein, putative","2355","No"
"PocGH01_09052800","PocGH01_09052800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,795,232..1,804,147(-)","conserved Plasmodium protein, unknown function","8742","No"
"PocGH01_09052900","PocGH01_09052900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,806,770..1,808,481(+)","protein YIPF6, putative","561","No"
"PocGH01_09053000","PocGH01_09053000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,809,124..1,819,262(-)","sporozoite and liver stage asparagine-rich protein, putative","9822","No"
"PocGH01_09053100","PocGH01_09053100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,824,094..1,825,315(-)","dynein light chain, putative","324","No"
"PocGH01_09053200","PocGH01_09053200.1","P. ovale curtisi GH01","PocGH01_09_v1:1,828,218..1,837,259(+)","tubulin--tyrosine ligase, putative","9042","No"
"PocGH01_09053300","PocGH01_09053300.1","P. ovale curtisi GH01","PocGH01_09_v1:1,839,269..1,843,534(+)","conserved Plasmodium protein, unknown function","4266","No"
"PocGH01_09053400","PocGH01_09053400.1","P. ovale curtisi GH01","PocGH01_09_v1:1,844,503..1,845,030(-)","conserved Plasmodium protein, unknown function","234","No"
"PocGH01_09053500","PocGH01_09053500.1","P. ovale curtisi GH01","PocGH01_09_v1:1,845,909..1,849,025(-)","protein farnesyltransferase subunit beta, putative","3117","No"
"PocGH01_09053600","PocGH01_09053600.1","P. ovale curtisi GH01","PocGH01_09_v1:1,849,679..1,852,008(-)","conserved Plasmodium protein, unknown function","1668","No"
"PocGH01_09053700","PocGH01_09053700.1","P. ovale curtisi GH01","PocGH01_09_v1:1,853,520..1,854,226(+)","ATP synthase subunit delta, mitochondrial, putative","465","No"
"PocGH01_09053800","PocGH01_09053800.1","P. ovale curtisi GH01","PocGH01_09_v1:1,855,584..1,861,465(+)","membrane associated erythrocyte binding-like protein, putative","5118","No"
"PocGH01_09053900","PocGH01_09053900.1","P. ovale curtisi GH01","PocGH01_09_v1:1,862,859..1,863,515(-)","peroxisome assembly protein 22, putative","657","No"
"PocGH01_09054000","PocGH01_09054000.1","P. ovale curtisi GH01","PocGH01_09_v1:1,865,283..1,869,611(-)","serine/threonine protein kinase, putative","4329","No"
"PocGH01_09054100","PocGH01_09054100.1","P. ovale curtisi GH01","PocGH01_09_v1:1,879,187..1,881,439(-)","tryptophan-rich protein","2253","No"
"PocGH01_10010100","PocGH01_10010100.1","P. ovale curtisi GH01","PocGH01_10_v1:1..375(-)","18S ribosomal RNA","375","No"
"PocGH01_10010200","PocGH01_10010200.1","P. ovale curtisi GH01","PocGH01_10_v1:4,935..8,219(+)","conserved Plasmodium protein, unknown function","3285","No"
"PocGH01_10010300","PocGH01_10010300.1","P. ovale curtisi GH01","PocGH01_10_v1:8,824..10,316(-)","conserved Plasmodium protein, unknown function","1260","No"
