"experiment" "assembly.x" "num_uniq_mRNA_pirHMMerORFs_nomatch95known_over200aa" "num_transcripts" "num_ORFs_predict" "num_ORFs_over200aaLength" "num_ORFs_novel_nomatch95known" "num_uniq_mRNA_ORFs_predict" "num_uniq_mRNA_ORFs_over200aaLength" "num_uniq_mRNA_ORF_novel_nomatch95known" "knwn_trnscrpt_cvg_over75" "ancestral_over75" "knwn_trnscrpt_cvg_over95" "zhu16_trnscrpt_cvg_over95" "Sal1_trnscrpt_cvg_over95" "P01_trnscrpt_cvg_over95" "ancestral_over95" "mean_mismatches" "mean_gaps" "med_mismatches" "med_gaps" "assembly_file" "orf_file" "blast_file" "Cat.Sample.stage.s." "experiment_num" "expt_colour" "num_mRNA_pir_over200aa_over1TPM" "assembly.y" "assembly_name" "Experiment" "num_busco_api_complete" "perc_busco_api_complete" "num_busco_api_fragment" "perc_busco_api_fragment" "num_busco_api_duplicate" "perc_busco_api_duplicate" "perc_busco_api_nonMissing" "num_busco_plasmo_complete" "perc_busco_plasmo_complete" "num_busco_plasmo_fragment" "perc_busco_plasmo_fragment" "num_busco_plasmo_duplicate" "perc_busco_plasmo_duplicate" "perc_busco_plasmo_nonMissing"
"45" "Kim19" "Kim19_E_scspades_0.95cdhitest" 24 6618 50 25 43 48 24 41 38 2 6 1 3 2 "0" 6 0.5 4 0.5 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_E/Kim19_E_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_E_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_E/Kim19_E_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 12 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_E/Kim19_E_0.95_cdhitest.fasta" "Kim19_E" "Kim19" 153 34.305 50 11.211 0 0 45.516 347 9.528 75 2.059 0 0 11.587
"46" "Kim19" "Kim19_F_scspades_0.95cdhitest" 126 16537 244 131 197 236 130 192 94 2 18 3 9 6 "0" 7.05555555555556 0.388888888888889 4.5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_F/Kim19_F_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_F_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_F/Kim19_F_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 92 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_F/Kim19_F_0.95_cdhitest.fasta" "Kim19_F" "Kim19" 384 86.099 19 4.26 0 0 90.359 2441 67.024 449 12.328 0 0 79.352
"47" "Kim19" "Kim19_G_scspades_0.95cdhitest" 79 25129 162 81 147 157 80 143 78 2 24 1 12 11 "PVP01_1147700.1-p1" 4.79166666666667 0.125 3 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_G/Kim19_G_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_G_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_G/Kim19_G_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 62 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_G/Kim19_G_0.95_cdhitest.fasta" "Kim19_G" "Kim19" 343 76.906 46 10.314 1 0.224 87.444 1774 48.71 440 12.081 0 0 60.791
"48" "Kim19" "Kim19_H_scspades_0.95cdhitest" 6 4673 10 6 10 10 6 10 9 0 3 2 1 0 "0" 2 0.666666666666667 2 1 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_H/Kim19_H_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_H_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_H/Kim19_H_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 3 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_H/Kim19_H_0.95_cdhitest.fasta" "Kim19_H" "Kim19" 83 18.61 24 5.381 1 0.224 24.215 260 7.139 59 1.62 0 0 8.759
"49" "Kim19" "Kim19_I_scspades_0.95cdhitest" 30 10506 59 30 56 58 30 55 37 2 11 4 6 1 "PVP01_1147700.1-p1" 3.81818181818182 0.363636363636364 1 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_I/Kim19_I_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_I_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_I/Kim19_I_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 18 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_I/Kim19_I_0.95_cdhitest.fasta" "Kim19_I" "Kim19" 172 38.565 57 12.78 0 0 51.345 826 22.68 192 5.272 0 0 27.952
"50" "Kim19" "Kim19_J_scspades_0.95cdhitest" 115 14190 208 119 169 202 118 167 98 2 24 2 12 10 "PVP01_1147700.1-p1" 5.20833333333333 0.375 1 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_J/Kim19_J_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_J_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_J/Kim19_J_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 59 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_J/Kim19_J_0.95_cdhitest.fasta" "Kim19_J" "Kim19" 360 80.717 34 7.623 1 0.224 88.565 1964 53.926 388 10.653 1 0.027 64.607
"51" "Kim19" "Kim19_K_scspades_0.95cdhitest" 26 11335 48 26 39 47 26 38 36 2 8 2 4 2 "PVP01_1147700.1-p1" 2.5 0.125 1.5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_K/Kim19_K_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_K_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_K/Kim19_K_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 16 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_K/Kim19_K_0.95_cdhitest.fasta" "Kim19_K" "Kim19" 201 45.067 48 10.762 1 0.224 56.054 862 23.668 208 5.711 0 0 29.379
"52" "Kim19" "Kim19_L_scspades_0.95cdhitest" 30 6703 58 30 45 56 30 43 30 2 9 3 4 2 "PVP01_1147700.1-p1" 3 0.333333333333333 1 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_L/Kim19_L_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_L_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_L/Kim19_L_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 13 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_L/Kim19_L_0.95_cdhitest.fasta" "Kim19_L" "Kim19" 96 21.525 20 4.484 1 0.224 26.233 327 8.979 90 2.471 0 0 11.45
"53" "Kim19" "Kim19_M_scspades_0.95cdhitest" 0 2114 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_M/Kim19_M_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_M_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_M/Kim19_M_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_M/Kim19_M_0.95_cdhitest.fasta" "Kim19_M" "Kim19" 5 1.121 3 0.673 0 0 1.794 19 0.522 3 0.082 0 0 0.604
"54" "Kim19" "Kim19_N_scspades_0.95cdhitest" 225 17027 388 234 309 372 231 297 140 0 20 4 10 6 "0" 6.7 0.2 6 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_N/Kim19_N_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_N_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_N/Kim19_N_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 59 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_N/Kim19_N_0.95_cdhitest.fasta" "Kim19_N" "Kim19" 326 73.094 50 11.211 0 0 84.305 1881 51.647 406 11.148 0 0 62.795
"55" "Kim19" "Kim19_O_scspades_0.95cdhitest" 137 16227 313 141 226 304 141 221 89 2 17 3 7 7 "PVP01_1147700.1-p1" 6.17647058823529 0.294117647058824 5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_O/Kim19_O_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_O_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_O/Kim19_O_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 9 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_O/Kim19_O_0.95_cdhitest.fasta" "Kim19_O" "Kim19" 357 80.045 41 9.193 1 0.224 89.462 2081 57.139 420 11.532 0 0 68.671
"56" "Kim19" "Kim19_P_scspades_0.95cdhitest" 173 18115 351 185 277 337 183 266 119 0 23 3 13 7 "0" 7.52173913043478 0.347826086956522 7 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_P/Kim19_P_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_P_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_P/Kim19_P_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 80 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_P/Kim19_P_0.95_cdhitest.fasta" "Kim19_P" "Kim19" 364 81.614 38 8.52 0 0 90.135 2185 59.995 429 11.779 0 0 71.774
"57" "Kim19" "Kim19_Q_scspades_0.95cdhitest" 14 3408 34 15 27 33 15 27 22 2 2 0 1 1 "PVP01_1147700.1-p1" 5 1 5 1 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_Q/Kim19_Q_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_Q_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_Q/Kim19_Q_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 13 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_Q/Kim19_Q_0.95_cdhitest.fasta" "Kim19_Q" "Kim19" 81 18.161 20 4.484 1 0.224 22.87 152 4.174 19 0.522 0 0 4.695
"58" "Kim19" "Kim19_S_scspades_0.95cdhitest" 3 5743 6 3 5 6 3 5 8 0 1 1 0 0 "0" 8 0 8 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_S/Kim19_S_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_S_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_S/Kim19_S_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 2 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_S/Kim19_S_0.95_cdhitest.fasta" "Kim19_S" "Kim19" 90 20.179 40 8.969 0 0 29.148 253 6.947 63 1.73 0 0 8.677
"59" "Kim19" "Kim19_T_scspades_0.95cdhitest" 115 15064 195 117 163 185 115 158 96 2 22 1 13 8 "PVP01_1147700.1-p1" 6.36363636363636 0.318181818181818 5 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_T/Kim19_T_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_T_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_T/Kim19_T_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 58 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_T/Kim19_T_0.95_cdhitest.fasta" "Kim19_T" "Kim19" 317 71.076 42 9.417 0 0 80.493 1766 48.49 348 9.555 0 0 58.045
"60" "Kim19" "Kim19_U_scspades_0.95cdhitest" 22 7498 34 22 31 34 22 31 27 2 6 1 3 2 "PVP01_1147700.1-p1" 2 0.166666666666667 2 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_U/Kim19_U_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/Kim19_U_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/Kim19_U/Kim19_U_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E06" "#AA4499" 17 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_U/Kim19_U_0.95_cdhitest.fasta" "Kim19_U" "Kim19" 163 36.547 46 10.314 0 0 46.861 387 10.626 104 2.856 0 0 13.482
"61" "Guna19" "PRJNA515743_Guna19_scspades_0.95cdhitest" 198 91133 352 203 300 344 202 296 216 2 87 5 65 17 "PVP01_1147700.1-p1" 1.98850574712644 0.114942528735632 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/PRJNA515743_Guna19/PRJNA515743_Guna19_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/PRJNA515743_Guna19_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/PRJNA515743_Guna19/PRJNA515743_Guna19_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Asexual_Mixed" "E07" "#44AA99" 137 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/PRJNA515743_Guna19/PRJNA515743_Guna19_0.95_cdhitest.fasta" "PRJNA515743_Guna19" "Gunalan19" 358 80.269 25 5.605 22 4.933 90.807 2326 63.866 469 12.878 4 0.11 76.853
"62" "Gural18" "SRX3467115_SRR6371894_Gural18_scspades_0.95cdhitest" 0 14449 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467115_SRR6371894_Gural18/SRX3467115_SRR6371894_Gural18_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX3467115_SRR6371894_Gural18_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX3467115_SRR6371894_Gural18/SRX3467115_SRR6371894_Gural18_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Liver_Mixed" "E03" "#DDCC77" 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467115_SRR6371894_Gural18/SRX3467115_SRR6371894_Gural18_0.95_cdhitest.fasta" "SRX3467115_SRR6371894_Gural18" "Gural18" 83 18.61 90 20.179 0 0 38.789 182 4.997 123 3.377 0 0 8.375
"63" "Gural18" "SRX3467116_SRR6371895_Gural18_scspades_0.95cdhitest" 0 16494 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467116_SRR6371895_Gural18/SRX3467116_SRR6371895_Gural18_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX3467116_SRR6371895_Gural18_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX3467116_SRR6371895_Gural18/SRX3467116_SRR6371895_Gural18_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Liver_Mixed" "E03" "#DDCC77" 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467116_SRR6371895_Gural18/SRX3467116_SRR6371895_Gural18_0.95_cdhitest.fasta" "SRX3467116_SRR6371895_Gural18" "Gural18" 73 16.368 94 21.076 0 0 37.444 173 4.75 152 4.174 0 0 8.924
"64" "Gural18" "SRX3467117_SRR6371896_Gural18_scspades_0.95cdhitest" 0 1014 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467117_SRR6371896_Gural18/SRX3467117_SRR6371896_Gural18_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX3467117_SRR6371896_Gural18_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX3467117_SRR6371896_Gural18/SRX3467117_SRR6371896_Gural18_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Liver_Hypnozoite" "E03" "#DDCC77" 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467117_SRR6371896_Gural18/SRX3467117_SRR6371896_Gural18_0.95_cdhitest.fasta" "SRX3467117_SRR6371896_Gural18" "Gural18" 0 0 1 0.224 0 0 0.224 1 0.027 2 0.055 0 0 0.082
"65" "Gural18" "SRX3467220_SRR6371897_Gural18_scspades_0.95cdhitest" 0 1006 0 0 0 0 0 0 0 0 0 0 0 0 "0" 0 0 0 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467220_SRR6371897_Gural18/SRX3467220_SRR6371897_Gural18_0.95_cdhitest.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hmmer/scspades/SRX3467220_SRR6371897_Gural18_scspades_0.95cdhitest_hmmerPfam-PlasmodiumVir.fasta" "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/blast/blast_to_Proteins/scspades/SRX3467220_SRR6371897_Gural18/SRX3467220_SRR6371897_Gural18_scspades_0.95cdhitest_hmmerPfam-Plasmodium_Vir_blast-VvxProt.outfmt6" "Liver_Hypnozoite" "E03" "#DDCC77" 0 "/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/SRX3467220_SRR6371897_Gural18/SRX3467220_SRR6371897_Gural18_0.95_cdhitest.fasta" "SRX3467220_SRR6371897_Gural18" "Gural18" 2 0.448 1 0.224 0 0 0.673 2 0.055 1 0.027 0 0 0.082
